step,time_s,phase,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,yaw,pitch,roll,latency_ms
171,26.4128,s2_east_t1_move,0.1574,0.0145,-1.0157,-0.0166,0.0032,0.0026,0.6467,0.4461,0.0,92.2,0.32,-0.24,0.0
172,26.5437,s2_east_t1_move,0.0534,-0.0135,-1.0108,-0.0336,0.033,0.0218,0.6461,0.4652,0.0,92.34,0.41,-0.3,9.84
173,26.7291,s2_east_t1_move,0.0038,0.0321,-1.0094,-0.0196,-0.002,0.0043,0.6444,0.4782,0.0,92.34,0.41,-0.3,71.21
174,26.8395,s2_east_t1_move,-0.0836,-0.026,-1.0053,0.0149,0.0146,0.0425,0.6424,0.486,0.0,92.3,0.36,-0.33,5.46
175,27.137,s2_east_t1_move,0.0403,0.0168,-1.0053,-0.0242,0.0202,-0.0139,0.6404,0.5076,0.0,92.4,0.38,-0.32,177.7
176,27.2498,s2_east_t1_stop,-0.0771,0.0002,-1.0052,-0.0032,0.0137,0.0182,0.6393,0.5349,0.0,92.41,0.44,-0.35,2.01
177,27.384,s2_east_t1_stop,-0.0314,-0.0014,-1.0103,0.0196,0.0005,-0.009,0.638,0.5565,0.0,92.31,0.37,-0.31,15.77
178,27.5047,s2_east_t1_stop,-0.0083,-0.0194,-1.0107,-0.0338,0.0099,0.052,0.6382,0.5661,0.0,92.32,0.36,-0.3,15.9
179,27.6112,s2_east_t1_stop,-0.0266,0.0015,-1.0074,0.0121,0.004,-0.0298,0.6382,0.5661,0.0,92.4,0.37,-0.33,0.0
180,27.7438,s2_east_t1_stop,-0.0214,0.0076,-1.0128,-0.0035,-0.004,-0.0,0.6375,0.5812,0.0,92.31,0.36,-0.25,15.55
181,28.1608,s2_east_t1_stop,-0.0115,0.0182,-1.015,-0.0054,0.001,-0.0176,0.6374,0.59,0.0,92.36,0.39,-0.31,307.13
182,28.3095,s2_east_t2_move,-0.0183,0.0028,-1.0144,-0.0049,0.0053,-0.0035,0.6372,0.592,0.0,92.33,0.4,-0.29,43.3
183,28.4442,s2_east_t2_move,0.0019,0.0013,-1.0121,-0.0061,0.0001,0.0022,0.6374,0.5906,0.0,92.34,0.4,-0.31,16.03
184,28.5524,s2_east_t2_move,0.1609,-0.0044,-1.0146,0.0175,-0.0187,-0.0018,0.6357,0.6063,0.0,92.38,0.48,-0.33,0.0
185,28.6714,s2_east_t2_move,0.0948,0.024,-1.0077,-0.0107,-0.0083,-0.0231,0.6353,0.6206,0.0,92.44,0.4,-0.28,0.0
186,28.8039,s2_east_t2_move,-0.0594,0.0068,-0.9999,0.0145,0.0111,-0.0412,0.6345,0.6266,0.0,92.25,0.37,-0.25,10.3
187,28.9297,s2_east_t2_move,0.0249,0.0174,-0.9986,0.0058,0.025,0.0049,0.6345,0.6266,0.0,92.33,0.41,-0.21,11.53
188,29.1873,s2_east_t2_move,0.032,0.0239,-1.0098,-0.0056,-0.0045,-0.0578,0.6316,0.6437,0.0,92.26,0.37,-0.24,145.09
189,29.2942,s2_east_t2_move,0.0483,0.0266,-1.014,-0.0079,0.0083,0.0009,0.6293,0.6598,0.0,92.2,0.34,-0.19,0.0
190,29.4167,s2_east_t2_move,0.051,0.0212,-1.0071,-0.0054,0.0122,0.0427,0.627,0.677,0.0,92.44,0.35,-0.12,0.0
191,29.5461,s2_east_t2_move,-0.0181,0.0062,-1.0205,-0.0263,-0.0208,-0.0234,0.6248,0.6869,0.0,92.43,0.38,-0.21,6.38
192,29.7862,s2_east_t2_move,-0.0486,-0.0181,-1.0063,0.005,0.0228,0.0391,0.6248,0.6869,0.0,92.43,0.38,-0.21,126.79
193,29.9202,s2_east_t2_move,-0.0222,-0.0519,-1.0119,-0.0063,0.0106,0.0389,0.6186,0.7147,0.0,92.38,0.43,-0.22,15.81
194,30.033,s2_east_t2_move,-0.0346,0.0679,-1.0029,-0.008,0.013,-0.1031,0.6152,0.7339,0.0,92.25,0.37,-0.16,0.0
195,30.1555,s2_east_t2_move,0.0116,0.0153,-1.0126,-0.0028,0.0098,0.0355,0.6137,0.742,0.0,92.34,0.39,-0.18,0.0
196,30.3134,s2_east_t2_move,0.0116,0.0153,-1.0126,-0.0028,0.0098,0.0355,0.6137,0.742,0.0,92.42,0.46,-0.21,32.38
197,30.6306,s2_east_t2_move,-0.0139,0.0067,-1.0159,-0.013,0.002,-0.0353,0.6075,0.7732,0.0,92.52,0.47,-0.2,194.42
198,30.7599,s2_east_t2_move,-0.0206,-0.0184,-1.0133,0.0017,0.0114,-0.0263,0.5986,0.8068,0.0,92.39,0.53,-0.26,15.94
199,31.029,s2_east_t2_move,0.0163,0.0394,-1.0087,-0.0116,0.01,-0.0083,0.5976,0.8158,0.0,92.26,0.56,-0.26,148.83
200,31.3274,s2_east_t2_move,-0.0071,0.0131,-1.0503,-0.0015,-0.0203,-0.0213,0.5921,0.835,0.0,92.33,0.57,-0.26,193.58
201,31.4588,s2_east_t2_move,0.0112,-0.0297,-1.0048,0.0087,-0.0105,-0.0672,0.59,0.853,0.0,92.35,0.65,-0.19,20.56
202,31.5757,s2_east_t2_move,0.082,0.0236,-1.0153,0.0052,-0.0068,0.0093,0.5849,0.8796,0.0,92.36,0.62,-0.13,0.0
203,31.6944,s2_east_t2_move,-0.0431,-0.0168,-1.0228,-0.0555,-0.009,-0.0003,0.5829,0.8907,0.0,92.39,0.61,-0.17,0.0
204,31.8247,s2_east_t2_move,-0.007,-0.025,-1.0059,-0.0045,0.021,0.044,0.5823,0.8961,0.0,92.39,0.61,-0.16,9.51
205,32.0513,s2_east_t2_move,-0.007,-0.025,-1.0059,-0.0045,0.021,0.044,0.5823,0.8961,0.0,92.39,0.61,-0.16,110.93
206,32.2613,s2_east_t2_move,0.0106,0.0209,-1.0182,-0.0063,0.0024,-0.018,0.5779,0.9225,0.0,92.35,0.61,-0.16,102.99
207,32.3745,s2_east_t2_move,-0.0057,0.0485,-1.0117,-0.0105,0.0067,-0.0638,0.5757,0.9446,0.0,92.4,0.59,-0.16,0.0
208,32.5043,s2_east_t2_move,0.0125,-0.0112,-1.0106,0.0076,-0.0031,0.0241,0.5726,0.9612,0.0,92.31,0.57,-0.16,15.01
209,32.6234,s2_east_t2_move,0.0125,-0.0112,-1.0106,0.0076,-0.0031,0.0241,0.5726,0.9612,0.0,92.35,0.56,-0.09,15.64
210,32.7456,s2_east_t2_move,-0.008,0.0067,-1.0136,-0.0226,0.0114,-0.0126,0.5708,0.9772,0.0,92.35,0.55,-0.12,16.12
211,32.8667,s2_east_t2_move,0.0221,-0.0127,-1.0107,0.0007,0.0071,0.0035,0.5698,0.9861,0.0,92.35,0.55,-0.12,15.69
212,32.9714,s2_east_t2_move,-0.0111,0.0127,-1.01,0.0052,-0.0029,-0.0124,0.5695,0.9951,0.0,92.32,0.52,-0.08,0.0
213,33.0935,s2_east_t2_move,0.0601,0.0059,-1.0125,-0.0088,0.0034,-0.0176,0.568,1.0109,0.0,92.35,0.53,-0.09,0.0
214,33.2242,s2_east_t2_move,-0.0806,-0.0171,-1.0127,-0.004,-0.0,0.0181,0.5683,1.017,0.0,92.34,0.52,-0.09,19.1
215,33.3447,s2_east_t2_move,-0.0806,-0.0171,-1.0127,-0.004,-0.0,0.0181,0.5683,1.017,0.0,92.32,0.54,-0.02,18.17
216,33.4785,s2_east_t2_move,0.0577,-0.0092,-1.0036,-0.005,-0.0115,0.008,0.5693,1.0348,0.0,92.39,0.48,-0.02,30.49
217,33.5941,s2_east_t2_move,0.1236,-0.0195,-1.0193,-0.021,0.0069,-0.0092,0.57,1.0466,0.0,92.23,0.54,-0.07,0.0
218,33.7164,s2_east_t2_move,-0.0424,-0.0811,-1.0083,-0.028,0.0008,0.1084,0.5728,1.0552,0.0,92.44,0.46,-0.03,0.0
219,33.8446,s2_east_t2_move,-0.0726,0.0375,-1.0083,0.0023,0.0086,-0.0542,0.5729,1.0576,0.0,92.29,0.53,-0.08,14.75
220,33.9644,s2_east_t2_stop,-0.0291,0.023,-1.0137,-0.0221,0.0024,0.0515,0.5729,1.0576,0.0,92.15,0.52,-0.08,18.67
221,34.2977,s2_east_t2_stop,-0.0057,0.0276,-1.012,-0.0168,-0.0063,0.0425,0.5767,1.0744,0.0,92.34,0.48,-0.01,216.99
222,34.4162,s2_east_t2_stop,0.0008,-0.0152,-1.012,-0.0035,0.0003,0.0024,0.5736,1.0854,0.0,92.17,0.58,-0.15,0.0
223,34.5363,s2_east_t2_stop,-0.0011,-0.0037,-1.0118,-0.0008,-0.0035,0.0065,0.5736,1.0854,0.0,92.19,0.58,-0.15,0.0
224,34.6514,s2_east_t2_stop,0.0016,-0.0061,-1.0124,-0.0046,0.0009,0.0021,0.5735,1.085,0.0,92.19,0.58,-0.15,0.0
225,34.7924,s2_east_t2_stop,0.0,0.0001,-1.0116,-0.0055,0.0018,-0.0025,0.574,1.0856,0.0,92.18,0.59,-0.15,16.04
226,34.9233,s2_east_turn_right,-0.0026,-0.0029,-1.0119,-0.0035,0.0019,0.002,0.5739,1.0858,0.0,92.18,0.59,-0.15,11.97
227,35.0466,s2_east_turn_right,-0.0416,-0.0742,-0.9956,0.056,-0.0152,0.8506,0.5736,1.0857,0.0,93.02,0.59,-0.15,9.87
228,35.1533,s2_east_turn_right,-0.003,-0.0212,-1.0201,-0.0118,-0.0089,0.5687,0.5749,1.0865,0.0,97.1,0.55,-0.06,0.0
229,35.2761,s2_east_turn_right,-0.0264,-0.0005,-0.9985,0.0016,-0.0138,0.7663,0.5749,1.0865,0.0,100.87,0.52,-0.02,2.51
230,35.3953,s2_east_turn_right,0.0075,-0.0077,-1.0102,-0.0143,0.0165,0.7264,0.576,1.0864,0.0,105.01,0.5,0.02,0.0
231,35.5166,s2_east_turn_right,0.0211,0.0202,-0.9998,0.0036,0.0181,0.7124,0.5757,1.0856,0.0,113.67,0.44,0.04,0.0
232,35.6578,s2_east_turn_right,0.0142,0.0066,-1.0079,0.005,-0.0148,0.7762,0.5746,1.0863,0.0,113.67,0.44,0.04,16.05
233,35.7818,s2_east_turn_right,-0.0179,-0.0078,-0.9977,-0.0161,-0.0057,0.7836,0.5756,1.0868,0.0,122.45,0.35,0.13,17.51
234,35.9071,s2_east_turn_right,0.0006,0.0007,-1.0112,0.0151,-0.0252,0.7478,0.5749,1.0863,0.0,126.96,0.32,0.08,18.18
235,36.0105,s2_east_turn_right,0.0221,-0.0306,-1.0016,-0.0289,0.0112,0.8783,0.5744,1.0865,0.0,135.8,0.2,0.18,0.0
236,36.144,s2_east_turn_right,-0.0188,-0.0345,-1.0012,0.0049,0.0001,0.8015,0.5737,1.0869,0.0,140.45,0.18,0.15,18.23
237,36.2592,s2_east_turn_right,0.0006,0.0234,-1.0189,-0.0089,-0.0182,0.7203,0.5734,1.0873,0.0,144.88,0.07,0.2,12.19
238,36.3819,s2_east_turn_right,0.0001,0.0084,-0.9932,-0.0045,0.0248,0.8116,0.573,1.0871,0.0,149.24,0.03,0.26,9.21
239,36.4928,s2_east_turn_right,-0.0011,-0.0198,-1.013,-0.0243,-0.02,0.7902,0.5716,1.0867,0.0,153.86,-0.08,0.23,0.0
240,36.6146,s2_east_turn_right,0.0035,0.0526,-1.0114,0.0295,0.0021,0.6813,0.5716,1.0867,0.0,158.43,-0.11,0.22,0.0
241,36.7393,s2_east_turn_right,0.0077,-0.0289,-1.0111,-0.0554,0.0157,0.8786,0.5718,1.0869,0.0,169.6,-0.25,0.3,3.61
242,36.8529,s2_east_turn_right,0.0077,-0.0289,-1.0111,-0.0554,0.0157,0.8786,0.5718,1.0869,0.0,169.6,-0.25,0.3,0.0
243,36.9832,s3_south_t1_move,0.0136,0.0447,-1.0147,0.0005,0.0099,0.6722,0.5716,1.0869,0.0,178.75,-0.32,0.21,7.1
244,37.1051,s3_south_t1_move,0.019,-0.0009,-1.0069,-0.0267,0.0019,0.8815,0.5716,1.0859,0.0,-179.39,-0.22,0.13,15.79
245,37.2253,s3_south_t1_move,0.0192,-0.0943,-1.0068,-0.0634,0.0326,0.0258,0.5495,1.0933,0.0,-179.71,-0.29,0.14,15.66
246,37.3323,s3_south_t1_move,-0.1203,0.0838,-1.0003,0.0015,0.0107,-0.0316,0.5443,1.0936,0.0,179.92,-0.29,0.15,0.0
247,37.4556,s3_south_t1_move,0.1055,0.0134,-1.0182,0.0225,-0.0232,-0.0588,0.5321,1.0958,0.0,179.92,-0.29,0.15,0.0
248,37.5697,s3_south_t1_move,0.1055,0.0134,-1.0182,0.0225,-0.0232,-0.0588,0.5321,1.0958,0.0,-179.99,-0.31,0.1,0.0
249,37.6907,s3_south_t1_move,-0.0367,0.0357,-1.0153,0.0022,-0.0038,-0.001,0.5127,1.0989,0.0,-179.91,-0.29,0.09,0.0
250,40.834,s3_south_t1_stop,-0.0201,0.011,-1.0111,0.0052,-0.0093,-0.0267,0.0834,1.1003,0.0,-179.98,0.66,-0.0,3012.74
251,41.2663,s3_south_t2_move,-0.0087,0.0053,-1.0121,-0.0063,-0.0012,0.0001,0.0432,1.102,0.0,179.93,0.61,0.05,328.73
252,41.3743,s3_south_t2_move,-0.0019,0.0059,-1.0108,-0.0051,0.0034,0.0018,0.0454,1.1022,0.0,179.92,0.63,0.05,0.0
253,41.5035,s3_south_t2_move,0.1807,0.0013,-1.0166,0.0066,-0.0154,0.0014,0.0411,1.102,0.0,179.89,0.71,0.04,8.84
254,41.612,s3_south_t2_move,-0.1567,0.0186,-1.0047,0.0012,0.0036,-0.0031,0.0325,1.1026,0.0,179.94,0.57,0.05,0.0
255,41.7348,s3_south_t2_move,0.0505,-0.0138,-1.0164,-0.0142,-0.0009,0.0003,0.0325,1.1026,0.0,179.94,0.57,0.05,0.0
256,41.8541,s3_south_t2_move,-0.027,0.0138,-1.0135,0.0007,-0.0078,-0.0054,0.0238,1.1027,0.0,179.86,0.5,0.06,0.0
257,41.9824,s3_south_t2_move,0.0341,0.0172,-1.0131,0.0096,0.0038,-0.0014,0.0216,1.1022,0.0,179.86,0.5,0.06,15.85
258,42.4491,s3_south_t2_move,-0.0301,-0.0071,-1.0139,-0.0128,-0.0011,0.0466,0.0105,1.1041,0.0,179.99,0.42,0.1,352.4
259,42.5743,s3_south_t2_move,-0.0272,-0.0084,-1.009,-0.0004,-0.0086,-0.0009,-0.0095,1.106,0.0,179.88,0.34,0.15,3.0
260,42.7033,s3_south_t2_move,-0.0272,-0.0084,-1.009,-0.0004,-0.0086,-0.0009,-0.0095,1.106,0.0,179.86,0.3,0.16,16.07
261,42.8243,s3_south_t2_move,-0.0047,-0.0082,-1.0107,-0.0007,0.0052,0.0092,-0.0117,1.106,0.0,179.9,0.3,0.14,15.26
262,42.9462,s3_south_t2_move,0.0274,0.0019,-1.0108,-0.013,0.005,0.0152,-0.0166,1.1064,0.0,179.9,0.3,0.14,16.08
263,43.053,s3_south_t2_move,-0.0294,0.0091,-1.0121,-0.0054,-0.0018,0.0022,-0.021,1.1065,0.0,179.97,0.29,0.09,1.01
264,43.3066,s3_south_t2_move,-0.0339,0.0139,-1.0109,0.0148,-0.0067,-0.025,-0.0286,1.1061,0.0,179.9,0.24,0.16,127.4
265,43.4447,s3_south_t2_move,-0.0237,0.0013,-1.0068,-0.0122,-0.0006,0.0103,-0.0377,1.1065,0.0,179.97,0.16,0.17,16.03
266,43.5533,s3_south_t2_move,0.0355,0.0007,-1.013,-0.0226,0.0058,0.0052,-0.0442,1.1063,0.0,179.91,0.17,0.08,2.02
267,43.6739,s3_south_t2_move,-0.0302,-0.018,-1.0109,-0.0106,0.0051,0.0109,-0.0485,1.1065,0.0,179.91,0.17,0.08,0.0
268,43.9281,s3_south_t2_move,0.0199,0.0077,-1.0146,-0.0109,-0.0027,-0.0035,-0.0522,1.1066,0.0,179.93,0.17,0.06,129.78
269,44.0648,s3_south_t2_move,0.0019,0.0092,-1.0116,-0.0097,-0.004,0.0085,-0.0624,1.1061,0.0,179.87,0.08,0.14,16.96
270,44.1725,s3_south_t2_move,-0.02,0.0046,-1.011,-0.0111,0.007,0.0105,-0.0705,1.1062,0.0,-179.97,0.07,0.07,0.5
271,44.2901,s3_south_t2_move,0.0048,0.0047,-1.0124,-0.006,-0.0009,-0.0029,-0.0748,1.106,0.0,-179.99,0.05,0.05,0.0
272,44.4127,s3_south_t2_move,0.0048,0.0047,-1.0124,-0.006,-0.0009,-0.0029,-0.0791,1.1061,0.0,179.98,0.03,0.05,0.0
273,44.5337,s3_south_t2_move,0.0089,0.0017,-1.0109,-0.0008,0.0022,-0.0153,-0.0858,1.1058,0.0,179.88,0.01,0.09,0.0
274,44.6564,s3_south_t2_move,0.0142,-0.0016,-1.0106,0.002,-0.0019,0.0029,-0.0903,1.106,0.0,179.91,-0.04,0.11,1.28
275,45.3655,s3_south_t2_move,-0.0231,0.0132,-1.0092,-0.0066,0.0061,0.0004,-0.0932,1.1057,0.0,179.92,-0.03,0.11,586.43
276,45.4678,s3_south_t2_move,0.021,0.0084,-1.0114,-0.0018,0.002,0.0164,-0.1186,1.1059,0.0,179.99,-0.21,0.05,0.0
277,45.6032,s3_south_t2_move,-0.0036,0.0055,-1.0113,-0.0099,0.001,0.0263,-0.1226,1.1058,0.0,179.98,-0.22,0.05,15.79
278,45.7119,s3_south_t2_move,0.0111,0.0223,-1.0086,-0.0021,0.0062,-0.0142,-0.1255,1.1057,0.0,179.94,-0.26,0.06,0.0
279,45.8354,s3_south_t2_move,0.0059,0.0015,-1.012,-0.0057,-0.0031,-0.0037,-0.1296,1.106,0.0,179.94,-0.26,0.06,0.0
280,45.9642,s3_south_t2_move,-0.0046,0.0232,-1.0146,-0.0012,-0.0038,-0.0263,-0.1326,1.1061,0.0,179.87,-0.31,0.09,15.75
281,46.0845,s3_south_t2_move,-0.0095,0.0197,-1.0138,-0.0056,-0.0057,-0.0059,-0.1407,1.1061,0.0,179.92,-0.33,0.07,15.65
282,46.1917,s3_south_t2_move,-0.0095,0.0197,-1.0138,-0.0056,-0.0057,-0.0059,-0.1407,1.1061,0.0,179.92,-0.33,0.07,0.0
283,46.3137,s3_south_t2_move,-0.0009,0.0012,-1.0119,-0.0118,0.0028,-0.0156,-0.1443,1.1067,0.0,179.9,-0.35,0.07,0.0
284,46.434,s3_south_t2_move,-0.0014,0.011,-1.012,-0.0038,-0.0034,-0.0111,-0.1513,1.1074,0.0,179.9,-0.41,0.08,0.0
285,46.5557,s3_south_t2_move,0.011,-0.0084,-1.0206,-0.0028,-0.0024,0.0054,-0.1544,1.1075,0.0,179.91,-0.45,0.12,0.52
286,46.6739,s3_south_t2_move,-0.0067,0.0157,-1.0104,-0.0089,0.0028,0.0118,-0.1587,1.1087,0.0,-179.99,-0.48,0.13,0.0
287,46.8162,s3_south_t2_move,-0.0199,0.0108,-1.0137,-0.0127,-0.0003,-0.0193,-0.163,1.109,0.0,179.99,-0.48,0.08,24.29
288,46.9419,s3_south_t2_move,-0.0043,0.0316,-1.0081,-0.0096,-0.0038,0.0598,-0.1719,1.1093,0.0,179.86,-0.54,0.06,5.46
289,47.064,s3_south_t2_move,-0.0007,0.0218,-1.0097,-0.0025,0.0015,-0.0169,-0.1794,1.1109,0.0,179.98,-0.56,0.07,6.33
290,47.2015,s3_south_t2_move,0.0239,-0.0015,-1.0121,-0.0062,0.002,0.0144,-0.1811,1.1117,0.0,179.95,-0.59,0.11,34.73
291,47.3029,s3_south_t2_move,0.0239,-0.0015,-1.0121,-0.0062,0.002,0.0144,-0.1811,1.1117,0.0,179.95,-0.59,0.11,0.0
292,47.4417,s3_south_t2_move,-0.0071,0.004,-1.0135,-0.0134,0.006,0.0046,-0.1871,1.113,0.0,179.92,-0.61,0.05,10.8
293,47.5559,s3_south_t2_move,0.0141,0.0249,-1.0076,0.0135,0.0086,-0.0169,-0.1916,1.1141,0.0,179.83,-0.63,0.07,4.14
294,47.6727,s3_south_t2_move,-0.007,0.0026,-1.0145,-0.0066,-0.0068,0.0198,-0.2051,1.1152,0.0,-179.99,-0.7,0.17,0.0
295,47.7939,s3_south_t2_move,0.0045,0.0075,-1.0103,-0.0074,-0.0006,-0.0093,-0.2093,1.1158,0.0,179.98,-0.73,0.16,0.0
296,47.9202,s3_south_t2_move,0.0002,0.0169,-1.014,-0.009,-0.0015,-0.0234,-0.2141,1.1163,0.0,179.9,-0.77,0.12,0.0
297,48.2194,s3_south_t2_move,0.0078,0.0197,-1.0109,-0.0029,0.0043,-0.0308,-0.2177,1.1163,0.0,179.88,-0.8,0.14,177.84
298,48.3636,s3_south_t2_move,-0.0022,-0.0061,-1.0172,-0.0027,-0.0021,0.076,-0.2277,1.1182,0.0,-179.99,-0.85,0.2,21.78
299,48.493,s3_south_t2_move,0.0089,0.0099,-1.0103,-0.0009,0.0021,-0.0319,-0.2366,1.1184,0.0,179.83,-0.88,0.22,16.12
300,48.6183,s3_south_t2_move,-0.0027,-0.0034,-1.0125,-0.0039,-0.0014,0.0296,-0.2408,1.1191,0.0,179.92,-0.91,0.22,15.74
301,48.8457,s3_south_t2_move,-0.0011,-0.0043,-1.0136,-0.0054,-0.0027,0.0032,-0.2453,1.1194,0.0,179.92,-0.93,0.23,122.79
302,48.9621,s3_south_t2_move,-0.0051,0.0036,-1.0148,-0.0104,-0.0004,0.0071,-0.2594,1.1212,0.0,179.91,-1.01,0.25,1.56
303,49.2556,s3_south_t2_move,-0.0051,0.0036,-1.0148,-0.0104,-0.0004,0.0071,-0.2643,1.1216,0.0,179.91,-1.01,0.25,177.11
304,49.4552,s3_south_t2_move,-0.0037,0.0043,-1.0106,0.0177,-0.0061,-0.0111,-0.2746,1.1214,0.0,179.89,-1.11,0.22,94.34
305,49.6577,s3_south_t2_move,-0.0497,-0.0041,-1.013,-0.0204,-0.0027,0.017,-0.2931,1.1207,0.0,179.94,-1.34,0.26,81.14
306,50.0146,s3_south_t2_move,0.0051,0.0049,-1.0123,-0.0233,0.0022,0.0109,-0.3049,1.119,0.0,179.97,-1.43,0.29,237.3
307,50.1496,s3_south_t2_move,0.0796,0.0345,-1.0138,-0.0276,0.0089,0.0162,-0.3326,1.1164,0.0,179.94,-1.52,0.19,20.54
308,50.2545,s3_south_t2_move,-0.0545,-0.0485,-1.0113,0.0265,-0.0169,0.0106,-0.3326,1.1164,0.0,179.87,-1.65,0.36,0.0
309,50.4746,s3_south_t2_move,-0.0545,-0.0485,-1.0113,0.0265,-0.0169,0.0106,-0.3408,1.1158,0.0,179.99,-1.65,0.33,95.63
310,50.7598,s3_south_t2_move,0.0701,0.0253,-1.0073,-0.0305,0.0004,0.0202,-0.3772,1.1135,0.0,179.88,-1.76,0.22,160.63
311,50.906,s3_south_t2_stop,0.0532,0.007,-1.0228,-0.0069,0.0059,0.0109,-0.3958,1.1118,0.0,179.96,-1.87,0.21,23.53
312,51.0114,s3_south_t2_stop,-0.0155,-0.031,-1.0177,-0.003,0.0177,-0.0195,-0.4083,1.1108,0.0,179.91,-1.86,0.24,0.0
313,51.1517,s3_south_t2_stop,-0.0155,-0.031,-1.0177,-0.003,0.0177,-0.0195,-0.4161,1.1108,0.0,179.98,-1.95,0.22,18.63
314,51.2783,s3_south_t2_stop,-0.0184,0.0073,-1.0121,-0.001,0.004,0.0064,-0.4226,1.111,0.0,179.97,-1.98,0.22,9.1
315,51.4049,s3_south_t2_stop,-0.0184,0.0073,-1.0121,-0.001,0.004,0.0064,-0.428,1.1112,0.0,179.98,-1.99,0.22,15.93
316,51.5264,s3_south_t2_stop,-0.019,0.0066,-1.011,-0.0065,-0.0042,-0.0042,-0.435,1.1106,0.0,179.98,-2.06,0.23,15.83
317,51.6435,s3_south_t2_stop,-0.0175,0.0086,-1.0118,-0.006,-0.0015,-0.0021,-0.4374,1.1105,0.0,179.97,-2.09,0.24,15.89
318,51.8917,s3_south_turn_right,-0.0241,0.0067,-1.0118,-0.0042,-0.0004,0.0022,-0.4398,1.1112,0.0,179.97,-2.12,0.24,128.8
319,52.017,s3_south_turn_right,-0.0105,0.0053,-1.0133,-0.0067,0.0043,0.0016,-0.4389,1.1114,0.0,179.98,-2.15,0.24,16.29
320,52.1331,s3_south_turn_right,-0.0069,0.0063,-1.0114,-0.0066,0.0002,0.0006,-0.4388,1.1115,0.0,-177.76,-2.18,0.2,0.0
321,52.2552,s3_south_turn_right,-0.0289,-0.0368,-1.0167,0.0169,-0.0103,0.6352,-0.439,1.1134,0.0,-174.09,-2.21,0.11,0.0
322,52.3762,s3_south_turn_right,0.0203,0.0076,-1.0278,-0.0444,0.0081,0.7556,-0.4392,1.1131,0.0,-170.06,-2.25,-0.01,0.0
323,52.5006,s3_south_turn_right,-0.0002,0.053,-1.0061,0.0115,-0.0313,0.6594,-0.4396,1.1128,0.0,-161.5,-2.29,-0.31,0.0
324,52.7256,s3_south_turn_right,0.0107,-0.0045,-1.022,-0.0034,-0.0187,0.834,-0.44,1.1131,0.0,-152.94,-2.32,-0.62,104.5
325,52.861,s3_south_turn_right,-0.0091,0.0334,-0.9972,0.0039,-0.0109,0.8031,-0.4414,1.1119,0.0,-143.98,-2.28,-0.95,15.76
326,52.9845,s3_south_turn_right,0.0121,-0.0216,-1.0011,-0.0046,0.0126,0.8366,-0.4414,1.1114,0.0,-139.52,-2.27,-1.08,18.13
327,53.1042,s3_south_turn_right,0.0121,-0.0216,-1.0011,-0.0046,0.0126,0.8366,-0.4414,1.1114,0.0,-139.52,-2.27,-1.08,11.91
328,53.3562,s3_south_turn_right,0.03,0.0516,-1.0058,-0.0185,0.0099,0.7542,-0.4428,1.1114,0.0,-130.32,-2.16,-1.39,137.63
329,53.5388,s3_south_turn_right,0.0316,0.0101,-1.0244,-0.045,-0.0005,0.8037,-0.4428,1.1118,0.0,-116.9,-1.91,-1.8,80.95
330,53.7621,s3_south_turn_right,-0.0227,-0.0208,-1.0066,0.0261,-0.0139,0.7976,-0.4436,1.1108,0.0,-108.12,-1.53,-2.18,105.13
331,53.8823,s3_south_turn_right,-0.0222,-0.0262,-1.0087,-0.0123,0.003,0.835,-0.4467,1.1104,0.0,-103.4,-1.43,-2.33,15.82
332,54.0038,s4_west_t1_move,-0.0015,-0.0313,-0.9939,0.0189,-0.0036,0.8661,-0.4405,1.1098,0.0,-92.3,-1.09,-2.57,16.02
333,54.1258,s4_west_t1_move,-0.0015,-0.0313,-0.9939,0.0189,-0.0036,0.8661,-0.4405,1.1098,0.0,-92.3,-1.09,-2.57,15.97
334,54.2422,s4_west_t1_move,0.0042,0.0449,-1.0127,-0.0087,0.0042,0.3346,-0.439,1.1088,0.0,-90.7,-1.05,-2.57,0.0
335,54.3794,s4_west_t1_move,0.0969,-0.0945,-1.0182,-0.0242,-0.0174,-0.1051,-0.4447,1.105,0.0,-90.39,-1.03,-2.65,15.93
336,54.5019,s4_west_t1_move,-0.0412,0.0171,-1.0036,-0.0187,0.0103,0.1452,-0.4481,1.1041,0.0,-90.5,-1.03,-2.63,15.79
337,54.6223,s4_west_t1_move,-0.0015,0.0524,-1.0133,-0.0029,0.0157,-0.0503,-0.4556,1.0967,0.0,-90.59,-1.09,-2.56,15.75
338,54.73,s4_west_t1_move,-0.0015,0.0524,-1.0133,-0.0029,0.0157,-0.0503,-0.4585,1.0935,0.0,-90.49,-1.08,-2.66,0.0
339,54.864,s4_west_t1_move,0.0435,-0.0184,-1.0263,-0.0645,0.0052,0.0041,-0.4636,1.0874,0.0,-90.51,-1.1,-2.62,12.77
340,54.9721,s4_west_t1_move,0.0244,-0.0961,-1.0202,0.0056,-0.0111,0.1094,-0.4706,1.0785,0.0,-90.49,-1.16,-2.64,0.0
341,55.0916,s4_west_t1_move,-0.0266,0.0575,-1.0335,-0.0336,-0.0277,-0.0506,-0.4706,1.0785,0.0,-90.49,-1.16,-2.64,0.0
