step,time_s,phase,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,yaw,pitch,roll,latency_ms
432,59.2211,s4_west_t2_move,-0.0027,-0.0025,-1.0155,-0.0061,-0.0006,0.0029,-0.2697,0.4648,0.0,-97.95,-1.09,-0.21,18.23
433,59.3365,s4_west_t2_move,0.098,0.0222,-1.0171,0.0198,-0.0001,0.0274,-0.2697,0.4648,0.0,-97.95,-1.09,-0.21,11.59
434,59.4609,s4_west_t2_move,0.0269,-0.0343,-1.0132,-0.0105,0.0122,-0.0166,-0.2634,0.4446,0.0,-97.79,-1.13,-0.18,14.6
435,59.6181,s4_west_t2_move,0.0269,-0.0343,-1.0132,-0.0105,0.0122,-0.0166,-0.2634,0.4446,0.0,-97.79,-1.13,-0.18,41.6
436,59.8242,s4_west_t2_move,-0.071,-0.0726,-1.0203,0.0054,-0.0066,0.0303,-0.2623,0.4212,0.0,-97.75,-0.99,-0.19,92.42
437,59.9391,s4_west_t2_move,-0.0687,0.0038,-1.0095,-0.0044,0.0002,-0.01,-0.2619,0.4107,0.0,-97.86,-1.01,-0.27,13.76
438,60.2327,s4_west_t2_move,-0.0008,-0.0422,-1.0167,-0.0039,0.0083,0.0125,-0.2611,0.3966,0.0,-97.89,-0.94,-0.32,191.74
439,60.4355,s4_west_t2_move,0.0837,0.0003,-1.0145,-0.017,0.014,-0.0084,-0.2618,0.3758,0.0,-97.86,-0.9,-0.36,97.28
440,60.6447,s4_west_t2_move,-0.0311,0.0291,-1.006,-0.0213,0.0073,-0.0114,-0.2634,0.3584,0.0,-97.87,-0.9,-0.41,105.4
441,61.0516,s4_west_t2_move,-0.0827,-0.0069,-1.0194,-0.0129,-0.0151,0.0169,-0.2657,0.3407,0.0,-97.87,-0.96,-0.42,300.47
442,61.1841,s4_west_t2_move,0.1042,-0.0051,-1.0125,-0.0205,-0.0082,-0.0061,-0.2774,0.2992,0.0,-97.71,-0.9,-0.49,26.11
443,61.2927,s4_west_t2_move,-0.125,0.0091,-1.0174,-0.0125,-0.0096,-0.0546,-0.2774,0.2992,0.0,-98.04,-0.95,-0.45,6.56
444,61.4193,s4_west_t2_move,-0.0262,0.0249,-1.0168,0.0116,-0.0104,-0.0606,-0.2833,0.2818,0.0,-97.97,-1.0,-0.44,17.94
445,61.5397,s4_west_t2_move,-0.0481,0.017,-1.0229,-0.0035,0.0097,0.0849,-0.2861,0.2775,0.0,-97.7,-0.97,-0.39,17.39
446,61.6527,s4_west_t2_move,0.0619,-0.073,-1.021,-0.011,-0.0089,-0.0398,-0.2893,0.268,0.0,-97.88,-0.99,-0.36,8.6
447,61.871,s4_west_t2_move,0.0619,-0.073,-1.021,-0.011,-0.0089,-0.0398,-0.296,0.2591,0.0,-97.88,-0.99,-0.36,117.3
448,62.0748,s4_west_t2_move,-0.1006,0.0608,-1.0211,-0.0014,-0.0055,-0.0191,-0.3005,0.2416,0.0,-97.79,-1.07,-0.42,96.51
449,62.2002,s4_west_t2_move,-0.0629,0.0525,-1.0171,-0.0308,-0.0048,-0.0365,-0.3123,0.2126,0.0,-97.75,-1.08,-0.36,21.38
450,62.3208,s4_west_t2_move,0.0972,0.0193,-1.015,-0.0322,0.0078,0.0636,-0.3141,0.2064,0.0,-97.86,-1.05,-0.33,15.17
451,62.4401,s4_west_t2_move,-0.1648,0.0228,-0.984,0.0375,0.0133,-0.0589,-0.318,0.1922,0.0,-97.97,-1.12,-0.4,18.54
452,62.5602,s4_west_t2_move,0.1096,-0.0023,-1.0009,-0.0581,0.0223,0.0675,-0.32,0.1884,0.0,-98.08,-1.1,-0.3,17.82
453,62.6779,s4_west_t2_move,-0.0931,0.0147,-1.0004,0.0111,-0.02,-0.0369,-0.3252,0.175,0.0,-97.86,-1.1,-0.38,3.02
454,62.8016,s4_west_t2_move,0.0721,0.091,-1.0174,-0.0253,0.014,-0.032,-0.3293,0.1579,0.0,-97.55,-1.09,-0.36,18.16
455,62.9196,s4_west_t2_move,0.0011,-0.0035,-1.0115,-0.0088,-0.0106,-0.0521,-0.3293,0.1579,0.0,-97.73,-1.06,-0.43,12.83
456,63.0381,s4_west_t2_move,0.0011,-0.0035,-1.0115,-0.0088,-0.0106,-0.0521,-0.3314,0.1482,0.0,-97.81,-1.1,-0.39,16.01
457,63.1557,s4_west_t2_move,0.0591,-0.0037,-1.0199,-0.0077,-0.0051,-0.0209,-0.3358,0.1302,0.0,-97.9,-1.12,-0.48,11.8
458,63.2793,s4_west_t2_move,0.0275,-0.0103,-1.0095,-0.0322,0.0211,0.0084,-0.3376,0.1224,0.0,-97.87,-1.08,-0.49,13.03
459,63.4004,s4_west_t2_move,0.0252,-0.0066,-1.0163,0.0018,-0.0127,0.0115,-0.3397,0.1136,0.0,-97.82,-1.13,-0.48,13.96
460,63.52,s4_west_t2_move,-0.0837,0.0155,-1.0072,-0.003,0.0135,0.0237,-0.3424,0.1018,0.0,-97.82,-1.12,-0.48,18.22
461,63.6381,s4_west_t2_move,0.0846,0.0025,-1.0178,-0.0057,0.0066,0.0048,-0.3454,0.079,0.0,-97.87,-1.11,-0.48,8.15
462,63.7589,s4_west_t2_move,-0.0793,-0.0222,-1.0153,0.0025,-0.0158,0.008,-0.3454,0.079,0.0,-97.9,-1.17,-0.42,13.52
463,63.881,s4_west_t2_move,-0.0066,-0.004,-1.0228,-0.0007,-0.0181,-0.0081,-0.3484,0.0601,0.0,-97.88,-1.15,-0.47,20.64
464,63.9987,s4_west_t2_move,-0.0066,-0.004,-1.0228,-0.0007,-0.0181,-0.0081,-0.3496,0.0525,0.0,-97.9,-1.16,-0.43,17.07
465,64.1228,s4_west_t2_move,-0.0298,0.0004,-1.0116,-0.0007,0.0048,0.0086,-0.3496,0.0525,0.0,-97.9,-1.16,-0.43,19.58
466,64.2387,s4_west_t2_move,-0.0617,-0.005,-1.0154,0.0019,-0.001,-0.0127,-0.3515,0.0324,0.0,-97.87,-1.15,-0.44,14.23
467,64.5336,s4_west_t2_stop,0.0607,-0.0224,-1.0164,-0.0181,0.0097,0.0301,-0.3527,0.0117,0.0,-97.72,-1.12,-0.48,192.9
468,64.6603,s4_west_t2_stop,-0.0329,-0.0052,-1.0056,-0.0128,0.0165,-0.0039,-0.3553,-0.0048,0.0,-98.13,-1.17,-0.45,22.28
469,64.7817,s4_west_t2_stop,-0.0623,0.005,-1.012,-0.0056,0.0102,-0.0267,-0.3555,-0.0051,0.0,-98.23,-1.15,-0.45,16.96
470,64.8991,s4_west_t2_stop,-0.0623,0.005,-1.012,-0.0056,0.0102,-0.0267,-0.3555,-0.0051,0.0,-98.33,-1.18,-0.46,12.89
471,65.0202,s4_west_t2_stop,-0.0067,-0.0131,-1.0172,0.0027,-0.0018,0.0094,-0.3541,0.0044,0.0,-98.32,-1.19,-0.44,18.33
472,65.1401,s4_west_t2_stop,0.001,0.0102,-1.0145,-0.006,0.0069,-0.0137,-0.353,0.0086,0.0,-98.32,-1.19,-0.44,16.37
473,65.2603,s4_west_t2_stop,0.0009,-0.0107,-1.0141,-0.0104,0.0053,0.0013,-0.3524,0.0123,0.0,-98.32,-1.16,-0.49,15.85
474,65.5571,s4_west_turn_right,0.0029,0.0002,-1.0133,-0.0096,0.0044,-0.0008,-0.3516,0.0182,0.0,-98.28,-1.13,-0.53,180.82
475,65.6807,s4_west_turn_right,0.0258,0.027,-1.0103,0.0102,0.0097,0.592,-0.3536,0.0217,0.0,-87.27,-1.15,-0.66,7.95
476,66.1771,s4_west_turn_right,-0.0359,-0.0232,-1.0189,0.0041,-0.0038,0.7022,-0.3543,0.0212,0.0,-83.1,-1.06,-0.66,381.2
477,66.3007,s4_west_turn_right,-0.0685,-0.1812,-0.9918,0.0008,-0.0037,0.9009,-0.3544,0.0175,0.0,-70.15,-1.04,-0.88,17.63
478,66.4202,s4_west_turn_right,-0.0004,-0.0127,-1.0366,0.0091,-0.0322,0.7618,-0.353,0.0199,0.0,-56.31,-0.86,-1.25,15.92
479,66.5406,s4_west_turn_right,-0.0036,-0.003,-1.0189,-0.0213,-0.002,0.7796,-0.3525,0.0192,0.0,-51.82,-0.8,-1.29,14.93
480,66.6597,s4_west_turn_right,-0.0036,-0.003,-1.0189,-0.0213,-0.002,0.7796,-0.3525,0.0192,0.0,-51.82,-0.8,-1.29,18.65
481,66.7759,s4_west_turn_right,0.011,0.0198,-1.0209,-0.0137,0.0044,0.7554,-0.3539,0.0181,0.0,-42.79,-0.63,-1.46,12.7
482,66.9012,s4_west_turn_right,-0.0056,0.0153,-1.0271,-0.0412,-0.0135,0.7822,-0.3531,0.0188,0.0,-38.43,-0.53,-1.51,16.5
483,67.0193,s4_west_turn_right,0.0052,-0.008,-1.0132,0.0005,-0.0175,0.7534,-0.3522,0.0194,0.0,-29.3,-0.4,-1.6,13.65
484,67.1401,s4_west_turn_right,0.0039,0.0209,-1.0156,0.0132,-0.0183,0.7618,-0.3522,0.0194,0.0,-29.3,-0.4,-1.6,19.0
485,67.261,s4_west_turn_right,-0.0155,-0.0061,-1.0084,0.0291,-0.0133,0.7492,-0.3524,0.0188,0.0,-20.44,-0.19,-1.68,18.82
486,67.3767,s4_west_turn_right,-0.0155,-0.0061,-1.0084,0.0291,-0.0133,0.7492,-0.3524,0.0188,0.0,-20.44,-0.19,-1.68,12.97
