step,time_s,phase,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,yaw,pitch,roll,latency_ms
18,3.0556,s1_north_t1_move,-0.0249,0.0298,-1.0379,-0.0125,-0.0318,-0.0376,0.2811,0.0173,0.0,3.28,1.39,-1.72,16.08
19,3.1942,s1_north_t1_move,0.18,-0.0157,-0.9969,-0.0142,0.0017,0.0531,0.2982,0.0191,0.0,3.2,1.39,-1.72,15.8
20,3.3307,s1_north_t1_move,0.18,-0.0157,-0.9969,-0.0142,0.0017,0.0531,0.3165,0.0203,0.0,3.2,1.39,-1.72,15.69
21,3.437,s1_north_t1_move,0.0879,0.0067,-1.0217,-0.0064,0.0225,-0.0261,0.3224,0.0214,0.0,3.21,1.42,-1.81,0.0
22,3.5568,s1_north_t1_move,0.0457,0.0183,-1.0231,-0.0157,0.0122,0.0022,0.3326,0.0219,0.0,3.2,1.48,-1.86,0.0
23,3.6812,s1_north_t1_move,-0.1613,0.0468,-1.011,0.0078,0.0172,-0.0324,0.3488,0.0226,0.0,3.25,1.45,-1.87,2.5
24,3.7979,s1_north_t1_move,0.1921,-0.0036,-1.0066,0.0076,0.0097,-0.0351,0.3512,0.023,0.0,3.15,1.54,-1.87,0.0
25,3.9492,s1_north_t1_move,-0.1605,-0.0185,-1.0165,-0.0015,-0.0087,0.035,0.3767,0.023,0.0,2.95,1.59,-1.87,31.49
26,4.0559,s1_north_t1_move,0.0243,-0.0019,-1.0238,-0.0017,-0.0286,0.0891,0.3853,0.0231,0.0,3.37,1.57,-1.87,0.0
27,4.1842,s1_north_t1_move,-0.0924,0.02,-1.0117,-0.0006,0.0081,-0.0043,0.4003,0.0244,0.0,3.3,1.58,-1.85,8.05
28,4.3063,s1_north_t1_move,0.1062,-0.0075,-1.017,-0.0144,0.002,0.0035,0.4179,0.025,0.0,3.3,1.61,-1.87,8.15
29,4.4199,s1_north_t1_move,0.0248,-0.0076,-1.0124,-0.0011,0.0148,-0.0146,0.4216,0.025,0.0,3.23,1.66,-1.83,0.0
30,4.6177,s1_north_t1_move,0.0349,-0.0061,-1.0094,-0.0291,0.001,0.0216,0.433,0.0255,0.0,3.25,1.65,-1.9,73.62
31,4.7503,s1_north_t1_move,-0.1322,-0.0012,-1.0102,0.0059,0.0068,0.0005,0.4381,0.0253,0.0,3.17,1.66,-1.94,19.51
32,4.8856,s1_north_t1_stop,-0.0631,0.0063,-1.0059,-0.009,0.0292,-0.0031,0.4563,0.0263,0.0,3.15,1.69,-1.86,19.1
33,5.0018,s1_north_t1_stop,-0.0091,0.0209,-1.0203,-0.0355,0.0025,0.001,0.4717,0.0267,0.0,3.19,1.71,-1.88,0.0
34,5.124,s1_north_t1_stop,-0.0194,0.0017,-1.0136,-0.0041,-0.0091,-0.0027,0.4765,0.0267,0.0,3.18,1.68,-1.88,2.09
35,5.2435,s1_north_t1_stop,-0.0176,0.0068,-1.0149,-0.0014,0.0024,0.0024,0.4798,0.0267,0.0,3.19,1.67,-1.87,0.0
36,5.4279,s1_north_t1_stop,-0.0176,0.0068,-1.0149,-0.0014,0.0024,0.0024,0.4815,0.0268,0.0,3.19,1.67,-1.87,63.66
37,5.5559,s1_north_t1_stop,-0.0109,0.0048,-1.0121,-0.0071,-0.003,0.0026,0.4801,0.0271,0.0,3.19,1.67,-1.89,15.94
38,5.659,s1_north_t1_stop,-0.0041,0.004,-1.0136,-0.0067,0.0015,0.004,0.479,0.0272,0.0,3.19,1.66,-1.89,0.0
39,5.791,s1_north_t2_move,-0.0005,0.0049,-1.0139,-0.0053,-0.0005,-0.0007,0.4787,0.0273,0.0,3.19,1.66,-1.89,10.86
40,5.911,s1_north_t2_move,0.0014,0.0053,-1.0125,-0.0072,0.0021,0.0021,0.4785,0.0272,0.0,3.19,1.67,-1.9,15.78
41,6.0158,s1_north_t2_move,0.0081,0.0084,-1.0026,-0.0001,0.0306,0.0005,0.4853,0.0281,0.0,3.21,1.7,-1.87,0.0
42,6.1437,s1_north_t2_move,0.0168,0.0301,-1.0144,-0.0116,-0.0084,-0.0382,0.4875,0.0283,0.0,3.09,1.64,-1.88,5.91
43,6.262,s1_north_t2_move,-0.0407,0.0115,-1.0147,-0.0079,0.017,0.02,0.4875,0.0283,0.0,3.25,1.67,-1.87,4.01
44,6.3882,s1_north_t2_move,-0.0575,-0.0169,-1.0135,-0.0019,0.0093,0.0003,0.4973,0.0297,0.0,3.23,1.65,-1.86,6.53
45,6.9476,s1_north_t2_move,0.0434,-0.0042,-1.0166,0.0005,0.0064,-0.0046,0.5003,0.0301,0.0,3.19,1.66,-1.83,442.64
46,7.0709,s1_north_t2_move,0.0342,-0.0026,-1.0149,-0.0041,-0.0004,0.0205,0.5342,0.0338,0.0,3.16,1.51,-1.82,15.77
47,7.2784,s1_north_t2_move,-0.0122,0.0132,-1.0095,-0.0087,0.0116,-0.0041,0.5424,0.0348,0.0,3.18,1.52,-1.75,95.21
48,7.6897,s1_north_t2_move,0.0374,-0.0184,-1.0246,-0.0104,-0.0077,0.0003,0.5569,0.0356,0.0,3.28,1.48,-1.75,306.57
49,7.8073,s1_north_t2_move,-0.0387,0.0131,-1.0039,0.0361,-0.0003,-0.059,0.5874,0.0378,0.0,3.1,1.4,-1.73,16.35
50,7.9598,s1_north_t2_move,0.0534,0.0043,-1.0114,-0.0158,0.0014,0.0359,0.594,0.0392,0.0,3.23,1.37,-1.59,32.75
51,8.0797,s1_north_t2_move,-0.0468,0.0004,-1.0081,-0.0117,0.0072,-0.0254,0.6043,0.0407,0.0,3.18,1.35,-1.68,0.65
52,8.2101,s1_north_t2_move,0.0648,0.0024,-1.0138,-0.0089,-0.0087,0.0689,0.6196,0.0438,0.0,3.14,1.34,-1.63,16.33
53,8.9057,s1_north_t2_move,-0.1093,-0.0018,-1.014,-0.0164,0.0057,-0.0187,0.6318,0.0448,0.0,3.27,1.28,-1.69,582.01
54,9.3262,s1_north_t2_move,0.0771,0.0275,-1.0175,0.0032,-0.014,-0.0486,0.6946,0.0507,0.0,3.29,1.32,-1.75,300.28
55,9.4514,s1_north_t2_move,-0.0345,-0.005,-1.0021,-0.0237,-0.0102,0.0007,0.7369,0.0532,0.0,3.19,1.18,-1.72,16.04
56,9.5569,s1_north_t2_move,0.0846,0.0013,-1.0166,0.011,-0.0211,0.0003,0.7438,0.053,0.0,3.15,1.23,-1.67,0.0
57,9.6786,s1_north_t2_move,-0.1097,-0.0087,-1.0337,-0.051,0.0031,0.037,0.7582,0.0542,0.0,3.19,1.17,-1.69,0.0
58,9.8046,s1_north_t2_move,0.0829,-0.0169,-1.0178,-0.0088,0.0146,0.0161,0.7763,0.0558,0.0,3.2,1.18,-1.72,3.54
59,9.9951,s1_north_t2_move,-0.0962,-0.013,-1.0044,0.0203,0.0141,-0.0076,0.7894,0.0563,0.0,3.18,1.12,-1.73,70.37
60,10.1356,s1_north_t2_move,0.1273,0.0234,-1.0177,0.0087,-0.0134,-0.01,0.8019,0.0572,0.0,3.17,1.12,-1.61,32.1
61,10.2718,s1_north_t2_move,0.0179,-0.0297,-1.0062,0.0033,0.0208,0.0428,0.8222,0.0578,0.0,3.24,1.1,-1.59,16.94
62,10.3772,s1_north_t2_move,0.0179,-0.0297,-1.0062,0.0033,0.0208,0.0428,0.8369,0.0587,0.0,3.24,1.1,-1.59,0.0
63,10.4979,s1_north_t2_move,0.0945,0.0091,-1.0158,-0.0033,-0.0073,0.0116,0.856,0.0586,0.0,3.13,1.03,-1.55,0.0
64,10.6312,s1_north_t2_move,-0.0667,-0.0211,-1.0135,-0.0021,-0.0132,0.0514,0.8708,0.0593,0.0,3.26,0.98,-1.54,12.23
65,10.9649,s1_north_t2_move,0.1219,-0.0281,-1.0089,-0.0157,-0.004,0.0394,0.9039,0.0602,0.0,3.23,0.94,-1.47,221.0
66,11.0867,s1_north_t2_move,0.1129,-0.0111,-1.0208,-0.0163,0.0128,-0.0241,0.9094,0.0601,0.0,3.2,0.93,-1.42,17.99
67,11.2099,s1_north_t2_stop,-0.0109,-0.01,-1.0191,-0.0238,-0.0032,-0.0044,0.9278,0.0609,0.0,3.22,0.78,-1.51,18.66
68,11.3284,s1_north_t2_stop,-0.0239,0.0011,-1.0372,-0.0089,-0.0238,0.0016,0.9404,0.0618,0.0,3.18,0.71,-1.43,16.68
69,11.4484,s1_north_t2_stop,-0.0186,-0.0005,-1.0144,-0.0154,0.0049,0.0003,0.9463,0.0624,0.0,3.2,0.73,-1.49,15.84
70,11.5699,s1_north_t2_stop,-0.0186,-0.0005,-1.0144,-0.0154,0.0049,0.0003,0.9507,0.0623,0.0,3.2,0.73,-1.49,15.96
71,11.676,s1_north_t2_stop,-0.0165,-0.0016,-1.0152,-0.0123,0.0018,0.0075,0.9535,0.0622,0.0,3.21,0.74,-1.52,0.0
72,11.7997,s1_north_t2_stop,-0.0186,0.0033,-1.0146,-0.01,0.0052,-0.0022,0.9538,0.0619,0.0,3.21,0.73,-1.53,3.69
73,11.9217,s1_north_t2_stop,0.0019,0.0024,-1.016,-0.0033,0.0013,0.0006,0.9497,0.0616,0.0,3.2,0.7,-1.51,0.0
74,12.043,s1_north_t2_stop,0.0006,0.0038,-1.0135,-0.0034,-0.0012,-0.0009,0.9493,0.0618,0.0,3.21,0.7,-1.51,0.0
75,12.2029,s1_north_turn_right,0.0009,0.0016,-1.0144,-0.0031,0.0025,0.0008,0.9494,0.0618,0.0,3.21,0.71,-1.51,37.22
76,12.3155,s1_north_turn_right,0.0019,0.004,-1.0143,-0.0078,0.0042,-0.0013,0.9496,0.062,0.0,3.3,0.72,-1.54,0.0
77,12.4493,s1_north_turn_right,-0.0987,-0.2716,-1.0314,0.0186,-0.013,0.7819,0.9493,0.0597,0.0,7.37,0.77,-1.43,16.08
78,12.5574,s1_north_turn_right,-0.0006,0.011,-1.014,-0.004,-0.0005,0.5995,0.9489,0.0601,0.0,11.03,0.85,-1.4,0.0
79,12.8107,s1_north_turn_right,0.0169,-0.0009,-1.0235,-0.0033,-0.0043,0.7577,0.9494,0.0605,0.0,19.41,0.96,-1.24,127.58
80,12.9226,s1_north_turn_right,-0.0114,-0.0154,-1.0202,0.007,-0.0317,0.8832,0.9506,0.0613,0.0,28.09,1.1,-1.09,9.23
81,13.2043,s1_north_turn_right,0.0232,-0.005,-1.0259,0.0006,-0.0196,0.8439,0.9487,0.0614,0.0,37.1,1.18,-0.95,159.29
82,13.3424,s1_north_turn_right,-0.0071,0.0477,-1.0204,0.0017,-0.0027,0.698,0.9508,0.0624,0.0,46.15,1.23,-0.71,15.83
83,13.457,s1_north_turn_right,0.0058,-0.0136,-1.0089,-0.0142,-0.0224,0.8621,0.9498,0.062,0.0,50.47,1.21,-0.57,0.0
84,13.5921,s1_north_turn_right,-0.0014,-0.0395,-1.0098,0.0096,-0.0198,0.812,0.9498,0.062,0.0,54.92,1.22,-0.44,16.03
85,13.7108,s1_north_turn_right,0.007,0.0293,-1.0131,0.0105,-0.0154,0.7481,0.9502,0.0619,0.0,59.49,1.2,-0.35,14.81
86,13.8322,s1_north_turn_right,-0.0016,0.016,-1.0101,0.0166,-0.0069,0.767,0.9497,0.0629,0.0,68.49,1.11,-0.09,12.87
87,13.9467,s1_north_turn_right,0.0108,-0.0247,-1.0016,0.0062,0.0211,0.7835,0.9497,0.0629,0.0,68.49,1.11,-0.09,0.0
88,14.2405,s1_north_turn_right,0.0197,0.0336,-1.0235,0.0056,-0.0326,0.6613,0.9506,0.0621,0.0,77.62,1.13,0.02,175.95
89,14.3742,s2_east_t1_move,0.0312,0.0578,-1.0248,-0.0148,0.0069,0.6227,0.9492,0.0646,0.0,90.97,0.98,0.26,21.05
90,14.5108,s2_east_t1_move,-0.1129,-0.1167,-1.0048,0.0013,0.0017,0.1426,0.9525,0.074,0.0,91.84,0.93,0.21,20.91
91,14.6303,s2_east_t1_move,-0.1129,-0.1167,-1.0048,0.0013,0.0017,0.1426,0.9586,0.0829,0.0,92.18,0.97,0.18,15.91
92,14.7524,s2_east_t1_move,-0.0024,0.027,-1.0266,-0.001,-0.0191,-0.0709,0.9629,0.0911,0.0,91.86,0.95,0.16,15.85
93,14.8731,s2_east_t1_move,0.0331,0.0529,-1.0132,-0.0165,0.0056,0.0617,0.9647,0.0979,0.0,92.26,0.95,0.17,19.77
94,14.9868,s2_east_t1_move,-0.0056,-0.0757,-1.0187,-0.0042,-0.0044,0.0503,0.9664,0.1073,0.0,92.26,0.95,0.16,11.78
95,15.1103,s2_east_t1_move,-0.0549,0.0362,-1.0112,-0.002,0.0024,-0.0073,0.9713,0.1237,0.0,92.23,0.93,0.17,7.85
96,15.2299,s2_east_t1_move,0.0689,-0.0302,-1.0193,0.0026,-0.004,-0.0122,0.9748,0.1348,0.0,92.29,0.94,0.16,18.19
97,15.3459,s2_east_t1_move,-0.0532,0.0384,-1.0086,-0.0248,0.0085,0.0016,0.9748,0.1348,0.0,92.29,0.94,0.16,13.08
98,15.4666,s2_east_t1_move,-0.0142,-0.036,-1.0134,0.0002,-0.0175,0.0579,0.9786,0.155,0.0,92.28,0.91,0.17,12.04
99,15.5921,s2_east_t1_move,-0.0142,-0.036,-1.0134,0.0002,-0.0175,0.0579,0.9786,0.155,0.0,92.28,0.91,0.17,15.99
100,15.7071,s2_east_t1_move,-0.0232,0.0844,-1.0109,-0.002,-0.0217,-0.1317,0.9796,0.1651,0.0,92.04,0.94,0.09,9.9
101,16.0134,s2_east_t1_move,-0.0592,0.0335,-1.01,0.0214,-0.0163,-0.0384,0.9847,0.1972,0.0,92.34,0.91,0.16,200.93
102,16.1319,s2_east_t1_move,-0.0143,0.0302,-1.0147,-0.013,0.0208,-0.0087,0.989,0.2343,0.0,92.2,0.84,0.17,15.79
103,16.2501,s2_east_t1_move,-0.0793,-0.0026,-1.0105,-0.0015,0.0019,0.0098,0.9906,0.2475,0.0,92.25,0.82,0.19,12.16
104,16.3705,s2_east_t1_move,-0.0793,-0.0026,-1.0105,-0.0015,0.0019,0.0098,0.9906,0.2581,0.0,92.21,0.86,0.15,17.5
105,16.4936,s2_east_t1_move,0.0609,0.0138,-1.0166,-0.0252,0.0258,-0.0494,0.9916,0.2722,0.0,92.21,0.86,0.15,19.15
106,16.6116,s2_east_t1_move,0.0003,0.0789,-1.0134,-0.0202,-0.0001,-0.0881,0.9923,0.2844,0.0,92.21,0.83,0.13,15.76
107,16.91,s2_east_t1_move,-0.0004,-0.0338,-1.0034,0.005,0.0079,0.0424,0.9922,0.2957,0.0,92.19,0.81,0.22,182.41
108,17.0245,s2_east_t1_move,0.0202,0.0245,-1.0084,-0.0312,0.0186,-0.0212,0.9925,0.3353,0.0,92.23,0.95,0.09,2.99
109,17.1484,s2_east_t1_move,-0.0467,-0.0187,-1.0046,0.0017,0.0179,0.0541,0.9922,0.3481,0.0,92.23,0.92,0.13,18.22
110,17.2706,s2_east_t1_move,0.0216,0.0119,-1.011,-0.0089,0.0114,-0.016,0.991,0.3796,0.0,92.22,1.04,0.1,18.7
111,17.3905,s2_east_t1_move,-0.0098,0.0168,-1.0051,0.0011,-0.0063,0.0011,0.9903,0.3912,0.0,92.24,1.04,0.07,17.38
112,17.5067,s2_east_t1_move,0.0083,0.0191,-1.0149,-0.0054,0.0042,-0.0112,0.9886,0.4044,0.0,92.18,1.07,0.04,11.8
113,17.6307,s2_east_t1_move,-0.011,-0.0237,-1.0136,0.0035,0.0198,0.0044,0.9876,0.4161,0.0,92.22,1.08,0.06,14.42
114,17.7506,s2_east_t1_move,0.0081,0.0247,-1.0131,0.0028,0.0036,0.0171,0.9855,0.4288,0.0,92.27,1.08,0.04,13.22
115,17.8707,s2_east_t1_move,-0.0178,-0.0093,-1.0179,-0.0098,0.0159,0.0083,0.9828,0.4516,0.0,92.16,1.14,0.04,17.94
116,17.9909,s2_east_t1_move,-0.032,0.0309,-1.0127,0.002,0.0084,-0.0393,0.9816,0.4627,0.0,92.24,1.19,-0.02,16.69
117,18.1099,s2_east_t1_move,-0.032,0.0309,-1.0127,0.002,0.0084,-0.0393,0.9797,0.4727,0.0,92.24,1.19,-0.02,13.87
118,18.2319,s2_east_t1_move,0.0167,0.0312,-1.0113,0.0026,-0.0055,0.0649,0.9767,0.4837,0.0,92.24,1.17,0.09,19.69
119,18.5391,s2_east_t1_move,-0.0545,-0.0202,-1.0196,0.0031,-0.0146,0.0463,0.9758,0.4953,0.0,92.16,1.18,-0.01,206.23
120,18.6695,s2_east_t1_move,0.0007,-0.0061,-1.0132,-0.0073,0.012,0.0577,0.9688,0.5242,0.0,92.12,1.13,0.0,21.24
121,18.7879,s2_east_t1_stop,-0.0089,0.0143,-1.0124,-0.0003,0.0179,-0.0226,0.9633,0.5422,0.0,92.1,1.09,0.09,11.35
122,18.9118,s2_east_t1_stop,-0.0089,0.0143,-1.0124,-0.0003,0.0179,-0.0226,0.964,0.55,0.0,92.1,1.09,0.09,14.58
123,19.0321,s2_east_t1_stop,-0.0222,0.0221,-1.0119,-0.0024,0.0011,-0.011,0.9645,0.5561,0.0,92.02,1.05,0.1,18.78
124,19.1523,s2_east_t1_stop,-0.0239,0.0031,-1.0145,-0.0085,0.0009,-0.0015,0.9644,0.5603,0.0,92.0,1.06,0.11,18.35
125,19.2724,s2_east_t1_stop,-0.0239,0.0031,-1.0145,-0.0085,0.0009,-0.0015,0.9644,0.562,0.0,91.98,1.06,0.11,16.97
126,19.389,s2_east_t1_stop,-0.0034,0.0056,-1.0127,-0.0073,0.003,0.0017,0.9649,0.5606,0.0,91.97,1.06,0.12,11.79
127,19.5128,s2_east_t1_stop,-0.0034,0.0056,-1.0127,-0.0073,0.003,0.0017,0.9651,0.5592,0.0,91.97,1.06,0.12,20.6
128,19.6321,s2_east_t1_stop,-0.0022,0.0066,-1.0132,-0.0024,0.0034,0.0028,0.9656,0.5574,0.0,91.97,1.05,0.12,18.14
129,19.7514,s2_east_t2_move,0.0046,0.0044,-1.0137,-0.0041,0.0022,0.0014,0.9659,0.557,0.0,91.97,1.05,0.12,12.32
130,19.8712,s2_east_t2_move,0.0046,0.0044,-1.0137,-0.0041,0.0022,0.0014,0.966,0.5571,0.0,91.97,1.05,0.12,8.0
131,19.992,s2_east_t2_move,-0.0633,0.0129,-1.0107,-0.0017,0.0036,-0.1047,0.967,0.5785,0.0,91.91,1.04,0.12,19.72
132,20.1255,s2_east_t2_move,-0.0633,0.0129,-1.0107,-0.0017,0.0036,-0.1047,0.9682,0.5832,0.0,91.79,1.09,0.15,31.89
133,20.5925,s2_east_t2_move,-0.0934,-0.0284,-1.0117,0.011,-0.0079,0.0302,0.9684,0.5949,0.0,91.97,1.0,0.27,365.58
134,20.7129,s2_east_t2_move,-0.1036,-0.035,-0.9954,0.048,0.0112,0.011,0.9681,0.6484,0.0,91.9,1.03,0.35,18.4
135,20.8305,s2_east_t2_move,-0.1036,-0.035,-0.9954,0.048,0.0112,0.011,0.9686,0.6595,0.0,92.06,1.1,0.27,13.91
136,20.9513,s2_east_t2_move,-0.1026,0.0152,-1.0402,-0.017,-0.042,-0.0299,0.967,0.6735,0.0,91.9,1.03,0.29,13.18
137,21.1388,s2_east_t2_move,0.0549,0.0077,-1.0055,-0.0108,0.0282,0.0307,0.9667,0.68,0.0,91.99,1.15,0.3,85.38
138,21.2471,s2_east_t2_move,0.0291,0.0206,-1.0184,-0.0278,-0.0121,-0.0284,0.9654,0.6969,0.0,91.91,1.1,0.21,6.08
139,21.3723,s2_east_t2_move,-0.1158,0.0188,-1.0172,0.0247,-0.009,-0.0095,0.9618,0.7168,0.0,92.0,1.1,0.27,15.75
140,21.4927,s2_east_t2_move,-0.151,0.0062,-1.0065,-0.003,-0.0034,-0.0167,0.9606,0.7314,0.0,91.88,1.07,0.22,14.7
141,21.6168,s2_east_t2_move,-0.151,0.0062,-1.0065,-0.003,-0.0034,-0.0167,0.9595,0.7383,0.0,91.88,1.07,0.22,17.15
142,21.733,s2_east_t2_move,0.0813,0.018,-1.0182,-0.0162,0.0064,0.0214,0.9595,0.7383,0.0,91.97,1.12,0.21,12.29
143,21.8536,s2_east_t2_move,0.1539,0.0351,-1.0223,-0.0028,-0.017,-0.0024,0.955,0.7763,0.0,92.0,1.1,0.26,16.38
144,21.9731,s2_east_t2_move,0.1539,0.0351,-1.0223,-0.0028,-0.017,-0.0024,0.955,0.7763,0.0,92.0,1.1,0.26,15.63
145,22.0911,s2_east_t2_move,0.0215,0.0157,-1.0066,0.0103,0.0068,0.0075,0.9528,0.8,0.0,92.02,1.11,0.26,11.79
146,22.2133,s2_east_t2_move,0.0215,0.0157,-1.0066,0.0103,0.0068,0.0075,0.9528,0.8,0.0,92.02,1.11,0.26,19.0
147,22.3314,s2_east_t2_move,-0.0856,0.0621,-1.005,0.0125,0.0129,-0.0598,0.9495,0.8324,0.0,91.78,1.08,0.32,14.99
148,22.6407,s2_east_t2_move,-0.0481,0.0508,-1.0134,-0.0119,0.0059,-0.0548,0.9469,0.8587,0.0,91.94,1.02,0.35,203.51
149,22.7541,s2_east_t2_move,0.0346,0.0251,-1.0126,-0.0133,0.0118,-0.0043,0.9438,0.885,0.0,91.88,0.98,0.44,12.9
150,22.8833,s2_east_t2_move,0.0346,0.0251,-1.0126,-0.0133,0.0118,-0.0043,0.9435,0.8951,0.0,91.99,1.03,0.44,14.21
151,23.0451,s2_east_t2_move,-0.0577,0.046,-1.0215,0.0144,-0.0057,-0.0429,0.9395,0.9228,0.0,91.96,0.99,0.47,55.3
152,23.2564,s2_east_t2_move,0.1329,-0.0173,-1.0026,-0.0164,0.0189,0.0075,0.9377,0.9326,0.0,92.03,0.99,0.57,108.8
153,23.3725,s2_east_t2_move,0.1352,-0.0211,-1.0151,-0.0098,0.0173,0.0381,0.9344,0.9588,0.0,91.99,1.07,0.65,11.99
154,23.4916,s2_east_t2_move,-0.0508,0.0022,-1.0044,0.0237,0.0279,-0.0141,0.9307,0.9885,0.0,91.96,1.09,0.55,15.72
155,23.6125,s2_east_t2_move,0.1572,-0.0192,-1.0086,-0.0461,-0.0002,-0.004,0.9295,0.9964,0.0,92.09,1.14,0.64,15.22
156,23.7318,s2_east_t2_stop,-0.1195,0.0105,-0.9873,-0.031,0.0666,-0.044,0.9282,1.0155,0.0,91.94,1.11,0.51,13.46
157,23.852,s2_east_t2_stop,-0.1195,0.0105,-0.9873,-0.031,0.0666,-0.044,0.9282,1.0155,0.0,91.94,1.11,0.51,14.11
158,23.9674,s2_east_t2_stop,-0.0129,0.0037,-1.0119,0.0051,0.017,-0.0057,0.9266,1.0342,0.0,91.77,1.17,0.54,11.77
159,24.0936,s2_east_t2_stop,-0.0174,-0.0066,-1.0216,-0.0092,-0.0012,0.0074,0.9262,1.0421,0.0,91.76,1.2,0.53,16.97
160,24.2121,s2_east_t2_stop,-0.0079,-0.0028,-1.0106,-0.0128,0.0013,-0.0004,0.9257,1.0534,0.0,91.77,1.18,0.58,14.03
161,24.3328,s2_east_t2_stop,-0.0105,-0.0034,-1.0155,-0.0035,0.0048,-0.0035,0.9257,1.0574,0.0,91.78,1.19,0.57,19.37
162,24.4539,s2_east_t2_stop,-0.01,-0.0011,-1.0148,-0.009,0.0013,-0.0038,0.9257,1.0604,0.0,91.78,1.2,0.56,19.0
163,24.5688,s2_east_t2_stop,-0.01,-0.0011,-1.0148,-0.009,0.0013,-0.0038,0.9257,1.0604,0.0,91.78,1.2,0.56,12.16
164,24.8931,s2_east_turn_right,-0.0098,0.0016,-1.0149,-0.0056,0.0026,-0.001,0.9254,1.0617,0.0,91.78,1.2,0.57,205.28
165,25.0119,s2_east_turn_right,0.0135,-0.0186,-1.0118,0.0025,0.0107,0.5698,0.9279,1.0603,0.0,97.96,1.09,0.66,11.57
166,25.1279,s2_east_turn_right,-0.0018,-0.0083,-1.0127,0.0084,0.0071,0.7547,0.9282,1.0618,0.0,104.18,0.96,0.74,12.76
167,25.2487,s2_east_turn_right,0.005,0.018,-1.0172,0.0018,0.002,0.7083,0.9288,1.0623,0.0,110.54,0.84,0.79,11.92
168,25.3747,s2_east_turn_right,0.011,0.0366,-1.0009,0.022,-0.0091,0.7183,0.9279,1.0626,0.0,114.94,0.75,0.82,16.79
169,25.4922,s2_east_turn_right,0.0123,-0.0426,-0.997,-0.0187,0.0147,0.8573,0.9276,1.0627,0.0,119.5,0.66,0.84,12.67
170,25.6131,s2_east_turn_right,-0.0233,-0.0236,-1.0038,0.0069,-0.0095,0.7744,0.9266,1.0636,0.0,128.26,0.35,0.93,18.43
171,25.7292,s2_east_turn_right,0.0054,-0.0073,-1.0184,-0.0079,-0.0151,0.8179,0.9269,1.0634,0.0,132.79,0.19,0.97,12.95
