step,time_s,phase,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,pos_x,pos_y,pos_z,yaw,pitch,roll,latency_ms
12,1.8981,s1_north_t1_move,-0.1249,0.0637,-1.0303,0.0074,-0.0062,-0.0531,0.1464,0.0006,0.0,0.05,-0.15,-0.41,24.16
13,2.0348,s1_north_t1_move,0.1187,-0.0275,-1.0145,-0.0001,-0.0057,0.0393,0.1676,0.0001,0.0,0.08,-0.08,-0.36,20.83
14,2.3605,s1_north_t1_move,-0.2386,-0.0008,-1.0122,0.0049,0.0065,0.0061,0.1768,0.0001,0.0,0.08,-0.08,-0.36,209.98
15,2.9016,s1_north_t1_move,-0.0772,0.0047,-1.0064,0.0123,0.0291,-0.0119,0.1985,0.0001,0.0,0.04,-0.03,-0.3,428.7
16,3.0244,s1_north_t1_move,0.1371,0.0005,-1.0167,0.0269,-0.022,0.0027,0.2462,0.0011,0.0,-0.03,0.0,-0.29,9.6
17,3.1631,s1_north_t1_move,-0.1036,0.0046,-1.0146,-0.0247,-0.003,0.0289,0.2576,0.0014,0.0,-0.15,-0.01,-0.25,19.89
18,3.2867,s1_north_t1_move,-0.1036,0.0046,-1.0146,-0.0247,-0.003,0.0289,0.2576,0.0014,0.0,-0.15,-0.01,-0.25,0.0
19,3.4076,s1_north_t1_move,0.0441,0.0203,-1.0217,0.0017,-0.0225,-0.0083,0.2737,0.0021,0.0,-0.01,-0.05,-0.22,0.0
20,3.5378,s1_north_t1_move,0.0441,0.0203,-1.0217,0.0017,-0.0225,-0.0083,0.2737,0.0021,0.0,-0.01,-0.05,-0.22,8.21
21,3.813,s1_north_t1_move,0.0481,-0.0003,-1.0092,-0.0178,0.0031,0.0522,0.2862,0.0032,0.0,0.12,0.03,-0.28,159.26
22,3.9357,s1_north_t1_move,-0.0,0.0702,-1.0169,0.0133,-0.0178,-0.0744,0.2952,0.0038,0.0,0.07,0.06,-0.35,15.66
23,4.0483,s1_north_t1_move,0.0061,-0.0099,-1.0172,0.006,0.0034,0.0435,0.3064,0.0051,0.0,0.15,-0.01,-0.21,5.75
24,4.376,s1_north_t1_move,-0.0038,0.0112,-1.0104,-0.0123,0.0025,-0.0436,0.3162,0.0054,0.0,0.06,0.01,-0.31,207.23
25,4.5112,s1_north_t1_move,0.0045,-0.0071,-1.0082,-0.0008,-0.0025,0.0193,0.3272,0.0065,0.0,-0.07,0.01,-0.33,16.25
26,4.6389,s1_north_t1_move,0.0079,0.0027,-1.0111,-0.0078,-0.0033,0.0037,0.3306,0.0069,0.0,0.12,-0.03,-0.3,21.6
27,4.7564,s1_north_t1_move,-0.0028,-0.0143,-1.0142,-0.0051,-0.003,0.0187,0.3341,0.0067,0.0,0.15,-0.06,-0.3,0.0
28,4.8936,s1_north_t1_move,-0.012,-0.0004,-1.0065,0.0003,0.0074,-0.019,0.3401,0.0077,0.0,-0.01,-0.05,-0.36,16.02
29,5.018,s1_north_t1_move,-0.012,-0.0004,-1.0065,0.0003,0.0074,-0.019,0.3401,0.0077,0.0,-0.01,-0.05,-0.36,15.92
30,5.149,s1_north_t1_move,-0.0023,-0.0027,-1.0084,-0.0021,0.0011,0.0159,0.3452,0.0079,0.0,-0.03,-0.03,-0.39,11.25
31,5.3882,s1_north_t1_move,-0.0009,0.0045,-1.0108,-0.0023,0.0022,0.0063,0.3487,0.0087,0.0,-0.02,-0.03,-0.38,130.95
32,5.5024,s1_north_t1_move,0.0103,0.0083,-1.0127,0.0009,-0.0054,0.0192,0.3556,0.0087,0.0,0.01,-0.04,-0.37,0.0
33,5.6269,s1_north_t1_move,0.0055,0.0228,-1.008,0.0027,0.0042,-0.0075,0.3572,0.0086,0.0,0.07,-0.06,-0.34,0.0
34,5.7706,s1_north_t1_move,0.0055,0.0228,-1.008,0.0027,0.0042,-0.0075,0.3572,0.0086,0.0,0.07,-0.06,-0.34,15.88
35,5.8933,s1_north_t1_move,-0.0037,0.005,-1.0081,-0.004,-0.005,-0.0038,0.3602,0.0084,0.0,0.09,-0.12,-0.34,15.65
36,6.0583,s1_north_t1_move,0.0041,0.0008,-1.0099,-0.0062,0.0001,0.0158,0.3623,0.009,0.0,0.1,-0.12,-0.35,47.15
37,6.1933,s1_north_t1_move,-0.0046,-0.0057,-1.0111,-0.0041,0.0029,0.0101,0.3655,0.0093,0.0,0.06,-0.11,-0.39,17.16
38,6.3898,s1_north_t1_move,0.0026,0.0188,-1.0095,-0.0055,-0.0023,-0.0114,0.3662,0.0094,0.0,0.06,-0.12,-0.4,80.85
39,7.0805,s1_north_t1_move,-0.0273,-0.0234,-1.0154,-0.0041,0.0013,0.0214,0.37,0.0103,0.0,0.03,-0.12,-0.41,571.15
40,7.2044,s1_north_t1_move,-0.0014,0.033,-1.0087,0.0037,-0.0047,-0.0408,0.3759,0.0105,0.0,0.03,-0.15,-0.43,0.0
41,7.3354,s1_north_t1_move,0.0104,-0.0081,-1.0098,0.0032,-0.0003,0.0083,0.3764,0.01,0.0,0.01,-0.16,-0.42,15.69
42,7.4497,s1_north_t1_move,0.0104,-0.0081,-1.0098,0.0032,-0.0003,0.0083,0.3764,0.01,0.0,0.03,-0.17,-0.42,7.38
43,7.5639,s1_north_t1_move,0.017,0.0062,-1.0116,-0.0093,0.0004,0.022,0.3775,0.0089,0.0,-0.03,-0.17,-0.43,0.0
44,7.6858,s1_north_t1_move,-0.0021,0.0261,-1.009,-0.0073,-0.0064,-0.016,0.3778,0.009,0.0,0.02,-0.18,-0.42,0.0
45,7.8158,s1_north_t1_move,-0.0028,-0.026,-1.0108,-0.0038,-0.0092,0.0014,0.379,0.0084,0.0,0.08,-0.19,-0.43,16.08
46,7.9223,s1_north_t1_move,0.0366,0.0052,-1.0117,0.0047,0.0159,0.0088,0.3786,0.0079,0.0,0.08,-0.2,-0.43,0.0
47,8.0583,s1_north_t1_move,-0.0307,0.0604,-1.0026,-0.0035,0.0038,-0.0408,0.3791,0.0073,0.0,0.08,-0.2,-0.43,16.04
48,8.1756,s1_north_t1_move,0.047,0.0112,-1.0092,-0.0139,0.0202,0.0068,0.3795,0.0059,0.0,-0.0,-0.22,-0.45,5.47
49,8.2993,s1_north_t1_move,-0.0774,0.0085,-1.0042,-0.0033,-0.0,-0.0117,0.379,0.0051,0.0,-0.0,-0.22,-0.45,17.32
50,8.4142,s1_north_t1_move,0.0748,-0.0042,-1.0113,-0.0023,-0.0093,0.0142,0.3804,0.0049,0.0,-0.03,-0.23,-0.44,8.51
51,8.5274,s1_north_t1_move,-0.0266,-0.0035,-1.0094,0.0002,0.0106,-0.0261,0.3799,0.0044,0.0,-0.0,-0.22,-0.43,0.0
52,8.6666,s1_north_t1_move,0.0606,0.0031,-1.0146,-0.0085,0.0001,-0.0529,0.3806,0.0021,0.0,0.13,-0.24,-0.44,15.72
53,8.8807,s1_north_t1_move,-0.0161,0.0667,-1.0034,-0.0066,0.0009,0.0433,0.3812,0.002,0.0,0.1,-0.25,-0.45,108.65
54,9.3326,s1_north_t1_move,0.0245,0.0501,-1.0097,-0.007,-0.0077,0.0626,0.38,-0.0001,0.0,0.07,-0.24,-0.47,335.97
55,9.4744,s1_north_t1_move,-0.0566,0.0266,-1.0064,-0.0013,0.0119,0.0094,0.3807,-0.0021,0.0,0.05,-0.28,-0.48,16.02
56,9.7409,s1_north_t1_move,-0.0369,0.0201,-1.0109,-0.0147,-0.006,-0.0006,0.3811,-0.0029,0.0,0.06,-0.3,-0.49,145.21
57,9.8745,s1_north_t1_move,0.0634,0.0034,-1.0132,-0.0018,-0.0002,-0.0114,0.3807,-0.0034,0.0,0.03,-0.29,-0.49,16.1
58,9.9965,s1_north_t1_move,0.0231,0.0104,-1.0105,-0.0077,-0.008,-0.0148,0.3811,-0.004,0.0,0.06,-0.33,-0.5,15.87
59,10.1169,s1_north_t1_stop,-0.0194,0.0251,-1.0063,-0.0006,0.0276,0.0192,0.3819,-0.0046,0.0,0.07,-0.33,-0.5,16.03
60,10.2239,s1_north_t1_stop,-0.0089,0.0114,-1.0101,-0.0012,0.0034,0.002,0.3821,-0.0044,0.0,0.07,-0.33,-0.5,0.0
61,10.3598,s1_north_t1_stop,-0.0004,0.0003,-1.0126,-0.0015,-0.0016,0.0016,0.3812,-0.0046,0.0,0.07,-0.33,-0.5,16.2
62,10.7643,s1_north_t1_stop,0.0008,0.0048,-1.0116,-0.0034,-0.0001,-0.0016,0.3795,-0.005,0.0,0.09,-0.35,-0.5,289.27
63,10.8853,s1_north_t1_stop,0.0005,0.0066,-1.0083,-0.0051,0.0016,0.0009,0.375,-0.0051,0.0,0.09,-0.36,-0.49,0.0
64,11.0093,s1_north_t1_stop,0.0033,0.0067,-1.0133,-0.0068,-0.0001,0.0031,0.3744,-0.0052,0.0,0.09,-0.36,-0.5,0.0
65,11.1232,s1_north_t2_move,0.0033,0.0067,-1.0133,-0.0068,-0.0001,0.0031,0.3744,-0.0052,0.0,0.09,-0.36,-0.5,0.0
66,11.2552,s1_north_t2_move,0.004,0.0068,-1.0102,-0.0056,-0.0001,0.0021,0.3739,-0.0052,0.0,0.09,-0.37,-0.5,9.82
67,11.4542,s1_north_t2_move,0.1229,0.0236,-1.0182,-0.0044,0.0013,-0.0078,0.3754,-0.0056,0.0,0.12,-0.34,-0.48,83.29
68,11.5748,s1_north_t2_move,-0.0539,0.0044,-1.0114,-0.0124,-0.0067,-0.0063,0.3804,-0.0057,0.0,0.15,-0.4,-0.49,16.04
69,11.6968,s1_north_t2_move,0.0219,0.0063,-1.0127,-0.0054,0.0056,-0.0112,0.3821,-0.0056,0.0,0.13,-0.38,-0.5,16.08
70,11.818,s1_north_t2_move,-0.0172,0.0006,-1.0106,-0.0039,-0.0038,-0.0098,0.3903,-0.005,0.0,-0.05,-0.38,-0.49,15.87
71,11.9382,s1_north_t2_move,0.0315,0.0045,-1.0078,0.008,0.0008,0.0035,0.3945,-0.0052,0.0,0.0,-0.37,-0.44,15.95
72,12.2145,s1_north_t2_move,0.0297,0.0093,-1.0123,-0.0161,-0.0042,0.0071,0.406,-0.005,0.0,0.14,-0.36,-0.46,160.48
73,12.4157,s1_north_t2_move,0.0295,0.0135,-1.0106,0.0067,-0.0085,-0.0144,0.4262,-0.0048,0.0,0.1,-0.39,-0.39,79.18
74,12.5343,s1_north_t2_move,-0.0205,0.0123,-1.0058,-0.0451,0.0227,0.0003,0.4339,-0.0044,0.0,0.07,-0.37,-0.5,16.09
75,12.6462,s1_north_t2_move,0.0296,-0.006,-1.0182,0.01,-0.0153,0.006,0.449,-0.0035,0.0,0.08,-0.42,-0.36,0.0
76,12.7715,s1_north_t2_move,-0.0235,0.0049,-1.008,-0.0243,0.0078,0.0115,0.4575,-0.0029,0.0,0.1,-0.37,-0.47,3.83
77,12.8891,s1_north_t2_move,-0.0025,0.0157,-1.0099,0.0,0.0047,0.0132,0.4653,-0.0027,0.0,0.04,-0.37,-0.41,0.0
78,13.0079,s1_north_t2_move,0.0337,-0.021,-1.0164,0.0003,-0.0118,0.0103,0.4757,-0.0023,0.0,0.09,-0.41,-0.39,0.0
79,13.1524,s1_north_t2_move,0.0491,0.0177,-1.0096,0.0007,0.0033,-0.0099,0.4989,-0.0012,0.0,0.1,-0.38,-0.44,16.13
80,13.2719,s1_north_t2_move,0.0112,0.0224,-1.0039,0.0035,-0.0112,-0.0114,0.511,-0.001,0.0,0.14,-0.42,-0.36,6.3
81,13.3859,s1_north_t2_move,-0.0479,0.0206,-1.0134,-0.0018,0.0039,-0.0249,0.5183,-0.0002,0.0,0.14,-0.42,-0.36,0.0
82,13.5084,s1_north_t2_move,0.1003,-0.0115,-1.0176,-0.0143,-0.0043,0.0109,0.5321,0.0002,0.0,0.1,-0.43,-0.36,0.0
83,13.6518,s1_north_t2_move,-0.0711,0.0375,-1.0127,0.0086,-0.0096,-0.036,0.5409,0.0011,0.0,0.1,-0.43,-0.36,15.67
84,14.06,s1_north_t2_move,0.0314,0.0368,-1.0255,0.0006,-0.0311,-0.0481,0.5647,0.0025,0.0,0.11,-0.37,-0.34,287.34
85,14.1741,s1_north_t2_move,-0.0832,-0.1231,-1.0069,0.001,0.006,0.1226,0.5988,0.005,0.0,0.26,-0.38,-0.3,12.11
86,14.2969,s1_north_t2_move,0.0342,0.0087,-1.0146,-0.0277,0.0058,0.0023,0.6241,0.0063,0.0,-0.09,-0.4,-0.35,14.0
87,14.4184,s1_north_t2_move,-0.0382,0.0102,-1.0191,0.0328,-0.0106,-0.0163,0.6374,0.0072,0.0,0.04,-0.37,-0.38,10.0
88,14.6594,s1_north_t2_move,0.0432,0.0237,-1.0108,-0.0271,0.0195,-0.0001,0.6492,0.0082,0.0,0.2,-0.41,-0.3,126.01
89,14.7873,s1_north_t2_move,0.037,0.019,-1.0046,-0.0319,0.027,-0.0123,0.6756,0.0101,0.0,0.12,-0.35,-0.38,16.13
90,14.9084,s1_north_t2_move,-0.0209,0.0286,-1.0096,-0.009,0.0128,-0.0551,0.7025,0.0109,0.0,0.07,-0.34,-0.36,0.0
91,15.035,s1_north_t2_move,0.0668,0.0127,-1.0136,-0.0001,-0.0109,-0.0118,0.7135,0.0117,0.0,0.09,-0.34,-0.34,6.66
92,15.1576,s1_north_t2_move,-0.043,-0.0183,-1.0098,-0.0358,-0.0285,0.0215,0.7288,0.0122,0.0,0.11,-0.48,-0.4,15.91
93,15.2772,s1_north_t2_move,-0.043,-0.0183,-1.0098,-0.0358,-0.0285,0.0215,0.7288,0.0122,0.0,0.11,-0.48,-0.4,11.38
94,15.3904,s1_north_t2_move,-0.0889,0.0006,-1.01,0.0122,-0.0064,-0.0371,0.7693,0.0123,0.0,0.13,-0.48,-0.44,0.0
95,15.5093,s1_north_t2_move,0.1012,-0.0053,-1.005,-0.0357,0.0148,0.0561,0.7854,0.0124,0.0,0.18,-0.48,-0.41,0.0
96,15.9651,s1_north_t2_move,-0.0534,-0.0101,-1.0155,0.004,-0.0245,-0.0245,0.8029,0.0126,0.0,0.05,-0.61,-0.27,334.41
97,16.086,s1_north_t2_stop,-0.0214,0.0267,-1.0112,0.0099,-0.0085,-0.0129,0.8621,0.0107,0.0,0.0,-0.68,-0.25,0.0
98,16.2106,s1_north_t2_stop,-0.0195,-0.0026,-1.0065,-0.0082,0.0113,0.0144,0.8752,0.01,0.0,0.0,-0.69,-0.27,0.0
99,16.3314,s1_north_t2_stop,-0.029,-0.0176,-1.0099,-0.0051,-0.0042,-0.0142,0.8866,0.0106,0.0,-0.08,-0.77,-0.17,0.0
100,16.4511,s1_north_t2_stop,-0.0144,-0.0081,-1.0062,-0.0037,0.0135,0.0233,0.8963,0.0106,0.0,-0.04,-0.71,-0.23,0.0
101,16.9184,s1_north_t2_stop,-0.0238,0.0398,-1.0256,0.0136,-0.0222,-0.0551,0.9048,0.0116,0.0,-0.18,-0.76,-0.22,346.24
102,17.117,s1_north_turn_right,-0.0295,0.0374,-1.0186,0.005,-0.0024,-0.0426,0.9286,0.0118,0.0,-0.64,-0.62,-0.18,81.26
103,17.2566,s1_north_turn_right,0.0282,0.0147,-1.025,-0.0396,-0.0215,0.5578,0.9297,0.0145,0.0,7.12,-0.63,-0.3,15.68
104,17.3788,s1_north_turn_right,0.0282,0.0147,-1.025,-0.0396,-0.0215,0.5578,0.9297,0.0145,0.0,7.12,-0.63,-0.3,13.46
105,17.4973,s1_north_turn_right,-0.0324,-0.0109,-1.0013,0.0339,-0.0039,0.7061,0.9314,0.0131,0.0,11.41,-0.62,-0.41,7.65
106,17.7388,s1_north_turn_right,-0.0051,-0.0014,-1.0086,-0.0014,0.0066,0.7951,0.9319,0.0133,0.0,19.96,-0.63,-0.57,127.87
107,17.8518,s1_north_turn_right,0.0094,0.0356,-1.0194,0.0024,-0.0177,0.7507,0.9323,0.0138,0.0,28.8,-0.63,-0.67,8.75
108,17.9652,s1_north_turn_right,-0.0015,0.0248,-1.0046,0.0238,-0.0217,0.7678,0.9347,0.014,0.0,37.63,-0.59,-0.72,0.0
109,18.0863,s1_north_turn_right,0.0021,-0.0373,-0.9908,-0.0542,0.0338,0.8378,0.9335,0.0144,0.0,37.63,-0.59,-0.72,0.0
110,18.2076,s1_north_turn_right,-0.0092,-0.0066,-1.0181,0.0262,-0.0217,0.7577,0.9329,0.0156,0.0,46.8,-0.53,-0.91,0.0
111,18.3295,s1_north_turn_right,0.0228,0.0578,-1.0394,0.0012,-0.0063,0.7137,0.9338,0.0156,0.0,51.05,-0.55,-0.89,0.0
112,18.5002,s1_north_turn_right,0.0102,0.0061,-1.0048,-0.019,0.0003,0.8223,0.9353,0.015,0.0,55.65,-0.5,-0.97,48.23
113,18.6093,s1_north_turn_right,0.0019,0.0008,-1.0136,-0.0353,-0.0104,0.8053,0.934,0.0161,0.0,60.13,-0.48,-0.96,0.0
114,18.7283,s1_north_turn_right,0.0019,0.0008,-1.0136,-0.0353,-0.0104,0.8053,0.934,0.0161,0.0,64.55,-0.45,-1.0,0.0
115,18.8682,s1_north_turn_right,-0.0132,0.057,-0.9721,0.0684,-0.0015,0.7151,0.9354,0.0146,0.0,73.59,-0.47,-1.05,16.0
116,18.9697,s1_north_turn_right,0.0225,0.018,-1.0198,-0.0327,0.0039,0.7692,0.9354,0.0146,0.0,78.13,-0.38,-1.02,0.0
117,19.1735,s2_east_t1_move,0.0225,0.018,-1.0198,-0.0327,0.0039,0.7692,0.9358,0.0152,0.0,82.45,-0.37,-1.03,81.1
118,19.374,s2_east_t1_move,0.0364,0.1222,-1.0211,-0.0679,-0.0069,0.4061,0.9332,0.0163,0.0,87.96,-0.23,-1.11,97.07
119,19.4876,s2_east_t1_move,0.0994,-0.0937,-1.0171,0.0111,0.0315,-0.0597,0.9411,0.0263,0.0,87.46,-0.26,-0.98,1.02
120,19.7884,s2_east_t1_move,-0.0487,0.0585,-1.0181,-0.0055,-0.0107,-0.0242,0.9522,0.0452,0.0,87.59,-0.23,-1.07,177.56
121,19.9948,s2_east_t1_move,-0.0835,-0.0254,-0.9996,-0.037,0.0071,0.0631,0.965,0.0642,0.0,87.43,-0.23,-1.06,98.95
122,20.1081,s2_east_t1_move,-0.0626,0.0843,-1.0078,-0.0049,0.007,0.0168,0.9743,0.0868,0.0,87.45,-0.25,-1.01,0.0
123,20.2273,s2_east_t1_move,0.0922,-0.0476,-1.0166,-0.0041,-0.0033,-0.0182,0.9806,0.109,0.0,87.51,-0.24,-0.95,0.0
124,20.3557,s2_east_t1_move,0.0922,-0.0476,-1.0166,-0.0041,-0.0033,-0.0182,0.9806,0.109,0.0,87.51,-0.24,-0.95,8.09
125,20.5221,s2_east_t1_move,0.0266,0.0286,-1.0011,0.0025,0.0143,-0.0478,0.9872,0.1306,0.0,87.43,-0.2,-0.94,50.96
126,20.8091,s2_east_t1_move,-0.1157,0.0408,-1.0102,-0.0023,0.0036,-0.0061,0.993,0.1539,0.0,87.51,-0.2,-0.9,177.48
127,21.0123,s2_east_t1_move,-0.065,0.0145,-1.0166,-0.0112,-0.0103,0.0056,0.9973,0.1818,0.0,87.44,-0.28,-0.94,96.21
128,21.1372,s2_east_t1_move,0.0787,0.0272,-1.0277,-0.0103,-0.0067,-0.0414,1.0002,0.2083,0.0,87.49,-0.33,-0.89,16.11
129,21.2598,s2_east_t1_move,0.0024,0.0017,-1.0081,-0.0257,0.0121,0.0124,1.0013,0.233,0.0,87.54,-0.22,-0.91,15.95
130,21.3651,s2_east_t1_move,-0.0873,0.0215,-1.001,0.0572,-0.0031,-0.0127,1.0017,0.2487,0.0,87.49,-0.19,-0.93,0.0
131,21.4947,s2_east_t1_move,-0.1184,0.022,-0.9953,0.0056,-0.0047,-0.0177,1.0002,0.2779,0.0,87.46,-0.15,-0.94,6.49
132,21.6059,s2_east_t1_move,0.1221,0.0418,-1.0147,-0.0331,0.0237,0.0073,0.9986,0.2877,0.0,87.61,-0.04,-0.93,0.0
133,21.7362,s2_east_t1_move,-0.0703,0.0311,-1.0325,-0.0193,-0.0226,-0.0868,0.9986,0.2877,0.0,87.61,-0.04,-0.93,16.27
134,22.0314,s2_east_t1_move,0.011,0.0146,-1.0149,-0.0113,0.0171,0.0253,0.9966,0.3178,0.0,87.56,0.03,-0.99,176.69
135,22.1728,s2_east_t1_move,0.0746,0.0034,-1.0005,0.0218,0.028,0.0135,0.9909,0.3638,0.0,87.53,0.21,-1.06,16.53
136,22.2973,s2_east_t1_move,-0.0537,-0.0032,-1.018,-0.0163,-0.0371,-0.0056,0.9894,0.3797,0.0,87.45,0.17,-1.08,4.53
137,22.4073,s2_east_t1_move,-0.0077,0.0038,-1.016,-0.0145,0.0159,-0.0037,0.9879,0.3903,0.0,87.48,0.22,-1.09,0.0
138,22.5307,s2_east_t1_move,-0.0367,-0.009,-1.0277,-0.0468,-0.0014,-0.0076,0.983,0.4173,0.0,87.48,0.26,-1.13,0.0
139,22.6465,s2_east_t1_move,-0.0367,-0.009,-1.0277,-0.0468,-0.0014,-0.0076,0.983,0.4173,0.0,87.48,0.26,-1.13,0.0
140,22.7682,s2_east_t1_move,0.0056,0.0097,-1.0073,-0.0034,-0.0031,-0.0364,0.9781,0.4416,0.0,87.42,0.26,-1.05,0.0
141,22.8875,s2_east_t1_move,-0.0071,0.0637,-1.026,-0.016,0.0002,-0.0697,0.9772,0.4536,0.0,87.46,0.28,-1.18,0.0
142,23.2613,s2_east_t1_stop,0.0124,-0.0117,-1.0252,-0.0163,0.0005,0.0178,0.9714,0.4772,0.0,87.57,0.26,-1.1,250.11
143,23.475,s2_east_t1_stop,-0.0216,-0.0026,-1.0119,0.0104,-0.0065,-0.0091,0.9721,0.4989,0.0,87.6,0.23,-1.03,99.17
144,23.5934,s2_east_t1_stop,-0.0151,0.0161,-1.0085,0.0057,0.001,-0.0149,0.9731,0.5185,0.0,87.54,0.23,-1.03,15.98
145,23.7085,s2_east_t1_stop,-0.0151,0.0161,-1.0085,0.0057,0.001,-0.0149,0.9731,0.5185,0.0,87.54,0.23,-1.03,0.0
146,23.8283,s2_east_t1_stop,-0.016,0.0074,-1.0101,-0.0042,-0.0018,0.0022,0.9736,0.5218,0.0,87.55,0.23,-1.01,0.0
147,23.9503,s2_east_t1_stop,-0.0006,0.0078,-1.0104,-0.0042,0.0017,-0.0003,0.9733,0.5213,0.0,87.54,0.24,-1.02,0.0
148,24.0959,s2_east_t2_move,-0.0007,0.0068,-1.0107,-0.0035,0.0004,0.0018,0.9734,0.5195,0.0,87.54,0.25,-1.02,15.79
149,24.2213,s2_east_t2_move,0.0003,0.0073,-1.0117,-0.0076,0.0015,0.0,0.9735,0.5195,0.0,87.54,0.34,-1.03,20.42
150,24.3231,s2_east_t2_move,0.2179,0.0052,-1.0188,-0.0016,-0.0321,-0.0122,0.974,0.5289,0.0,87.54,0.15,-1.07,0.0
151,24.4591,s2_east_t2_move,-0.2025,0.0437,-0.986,0.009,0.0109,-0.0219,0.9749,0.5397,0.0,87.49,0.21,-1.01,15.69
152,24.5664,s2_east_t2_move,0.0162,0.0179,-1.0205,-0.0095,-0.0268,0.0143,0.9762,0.5541,0.0,87.67,0.14,-0.99,0.0
153,24.6864,s2_east_t2_move,-0.1012,0.018,-1.0063,0.0072,0.0073,0.0042,0.9762,0.5541,0.0,87.67,0.14,-0.99,0.0
154,24.8195,s2_east_t2_move,0.1502,-0.0203,-1.0173,-0.008,0.0048,-0.0314,0.9776,0.5725,0.0,87.56,0.17,-0.98,15.67
155,24.9398,s2_east_t2_move,-0.1167,0.0521,-1.0008,0.0073,-0.0051,-0.0276,0.9776,0.5725,0.0,87.56,0.17,-0.98,15.85
156,25.0548,s2_east_t2_move,0.0359,-0.0212,-1.0289,-0.0069,0.0092,0.0153,0.9784,0.5844,0.0,87.49,0.16,-0.85,9.28
157,25.1669,s2_east_t2_move,0.0904,-0.0019,-1.0092,-0.0237,-0.0147,0.0189,0.9793,0.5979,0.0,87.57,0.1,-0.92,0.0
158,25.2854,s2_east_t2_move,0.1882,0.0194,-1.0177,-0.0156,0.0042,-0.0096,0.9792,0.6121,0.0,87.46,0.1,-0.85,1.32
159,25.4095,s2_east_t2_move,-0.0553,-0.0074,-1.0059,-0.0048,0.0215,0.0316,0.9804,0.621,0.0,87.5,0.09,-0.89,0.0
160,25.5662,s2_east_t2_move,0.1389,0.0423,-1.0343,0.0672,-0.0482,-0.0812,0.9806,0.6255,0.0,87.56,0.19,-0.93,35.71
161,25.6964,s2_east_t2_move,-0.1331,0.0291,-1.0081,-0.0147,-0.0031,0.0149,0.9813,0.6399,0.0,87.55,0.03,-0.81,15.74
162,25.8123,s2_east_t2_move,0.0038,0.0326,-1.0277,0.0321,-0.0423,-0.0392,0.9815,0.6446,0.0,87.57,0.09,-0.84,8.0
163,25.9314,s2_east_t2_move,-0.0902,0.011,-1.0117,-0.0028,0.0118,0.0209,0.9818,0.6658,0.0,87.53,0.07,-0.85,0.0
164,26.0589,s2_east_t2_move,0.1141,0.0233,-1.0136,-0.013,0.0027,-0.0062,0.9817,0.6706,0.0,87.53,0.07,-0.85,7.92
165,26.1725,s2_east_t2_move,0.0421,0.0103,-1.0047,-0.0224,0.0294,0.0103,0.9821,0.6904,0.0,87.5,0.03,-0.85,0.0
166,26.5481,s2_east_t2_move,0.0421,0.0103,-1.0047,-0.0224,0.0294,0.0103,0.9821,0.6904,0.0,87.59,0.1,-0.89,254.31
167,26.7502,s2_east_t2_move,-0.0899,0.0123,-1.0024,0.0095,-0.0333,0.0232,0.9839,0.7285,0.0,87.61,0.03,-0.8,95.72
168,26.9417,s2_east_t2_move,0.0504,0.0167,-1.0148,0.0066,-0.0188,-0.0314,0.9842,0.7397,0.0,87.63,0.09,-0.8,87.17
